h3,places
89269615d33ffff,9
89269614343ffff,1
89269614357ffff,4
892696142afffff,1
89269614143ffff,1
89269606487ffff,4
89269614b57ffff,7
89269614b07ffff,10
89269614bafffff,11
89269614b13ffff,7
89269614b9bffff,3
892696a929bffff,2
892696a905bffff,2
892696a9667ffff,1
892696a96a7ffff,6
892696a9047ffff,2
89269614937ffff,3
892696a94c3ffff,8
892696a948fffff,22
89269614e37ffff,3
892696148afffff,3
89269614ccfffff,7
89269614cd3ffff,1
892696149c7ffff,7
892696149d7ffff,1
89269614d6fffff,1
89269614d77ffff,2
89269614d0fffff,2
892696ab2b3ffff,23
892696ab04bffff,19
89269614db3ffff,7
89269614d97ffff,3
892696a82cfffff,13
892696a94a7ffff,8
892696a959bffff,23
892696a9593ffff,57
892696ab37bffff,1
892696ab34bffff,1
892696ab347ffff,9
892696a83dbffff,15
892696a8387ffff,1
892696a8617ffff,2
892696a86a7ffff,5
892696a843bffff,2
892696ab173ffff,3
892696ab0a3ffff,1
892696ab1c7ffff,3
892696ab567ffff,7
892696ab0c7ffff,24
892696ab467ffff,8
892696ab097ffff,71
892696ab563ffff,20
892696ab513ffff,34
892696ab12fffff,1
892696ab127ffff,8
892696ab1a7ffff,1
892696aa2cfffff,2
89269616bdbffff,7
892696169cfffff,1
8926961689bffff,1
89269616ddbffff,1
892696b920bffff,3
892696b9207ffff,1
892696b92abffff,2
892696b92a3ffff,10
892696ab4c7ffff,1
892696065d3ffff,19
892696a91c3ffff,5
892696a956bffff,2
89269614027ffff,6
892696141cbffff,14
89269617463ffff,1
89269616ad7ffff,1
89269602963ffff,2
8926960744fffff,1
89269607443ffff,1
8926960292bffff,2
89269607457ffff,1
89269615a7bffff,1
89269607583ffff,16
89269615a67ffff,2
89269615bb3ffff,1
892696066c7ffff,1
8926960640fffff,3
8926961592fffff,2
89269615953ffff,1
8926960648bffff,4
89269614a2bffff,9
89269614a73ffff,2
89269614263ffff,2
89269614277ffff,11
89269614273ffff,1
89269615d67ffff,1
89269615c37ffff,5
89269614ac3ffff,3
89269614ad3ffff,2
89269614227ffff,4
89269614b63ffff,18
89269614bd3ffff,4
89269614b73ffff,1
89269614bbbffff,10
892696a9283ffff,4
892696a960fffff,10
892696a9007ffff,37
892696a946bffff,11
892696a9093ffff,16
8926961496fffff,8
89269614a87ffff,2
89269614ab7ffff,9
892696148cfffff,3
8926961482bffff,15
89269614833ffff,11
89269614c07ffff,10
89269614c27ffff,4
89269614d33ffff,1
892696ab28bffff,27
892696ab29bffff,26
892696ab2a3ffff,25
89269616b0fffff,1
89269616bafffff,5
892696a8257ffff,30
892696a95d7ffff,11
892696a9583ffff,5
892696ab343ffff,6
892696ab30bffff,2
892696a9587ffff,3
892696a82afffff,30
892696a839bffff,14
892696a82bbffff,1
892696a8067ffff,1
892696a814bffff,22
892696a8153ffff,1
892696a802bffff,1
892696a844fffff,1
892696ab3c7ffff,4
892696ab313ffff,13
892696ab1dbffff,3
892696ab463ffff,7
892696ab40fffff,5
892696ab087ffff,6
892696ab187ffff,2
892696aa24bffff,4
892696aa277ffff,4
892696ab507ffff,8
89269616a8fffff,6
89269616ab3ffff,2
89269616e53ffff,1
8926961683bffff,2
89269616833ffff,2
89269616967ffff,1
89269616917ffff,2
89269616953ffff,3
89269616c6bffff,4
8926961616bffff,1
89269616cb3ffff,1
892696b92b7ffff,4
892696b9393ffff,1
892696b9027ffff,1
8926960642fffff,2
8926960655bffff,1
892696a92c3ffff,5
892696a967bffff,1
892696ab6c3ffff,14
89269602973ffff,2
89269602967ffff,2
8926960748fffff,1
892696075c3ffff,1
89269615a63ffff,8
8926961587bffff,1
8926960663bffff,1
89269606473ffff,16
892696159dbffff,3
892696159d3ffff,4
892696159b3ffff,22
89269614a77ffff,7
89269614ad7ffff,5
89269614e43ffff,2
8926961434fffff,2
892696143cfffff,5
89269606497ffff,23
89269614bc7ffff,7
89269614b37ffff,33
892696a96dbffff,8
892696a9057ffff,6
892696a90c3ffff,6
892696a90c7ffff,20
892696a908bffff,7
892696a944fffff,2
89269614967ffff,6
892696a9477ffff,13
892696a94abffff,31
892696a9487ffff,17
892696a949bffff,3
892696ab22fffff,41
89269614e2bffff,4
89269614e23ffff,1
89269614867ffff,3
89269614877ffff,5
892696149c3ffff,3
89269614887ffff,9
89269614d4fffff,3
89269614983ffff,4
89269614d67ffff,1
892696ab263ffff,20
892696ab223ffff,41
89269616b2bffff,19
892696ab673ffff,45
892696ab377ffff,3
892696ab303ffff,2
892696a864bffff,76
892696a95b3ffff,4
892696a86dbffff,6
892696ab3a7ffff,2
892696a8023ffff,2
892696a8027ffff,2
892696a846bffff,22
892696a8417ffff,1
892696ab067ffff,3
892696ab017ffff,93
892696ab1cbffff,8
892696ab0a7ffff,7
892696ab56bffff,6
892696ab013ffff,26
892696ab08bffff,6
892696ab46fffff,38
892696ab59bffff,1
892696ab193ffff,3
892696a8493ffff,1
89269616e33ffff,10
8926961692bffff,1
8926961616fffff,1
89269616167ffff,2
892696b9243ffff,20
892696b920fffff,4
892696b93bbffff,2
8926960642bffff,1
892696065a7ffff,1
8926961696bffff,19
892696ab683ffff,9
892696a956fffff,2
8926961406bffff,1
89269614033ffff,2
