version,level,subtype,class,height,names,has_parts,is_underground,num_floors,num_floors_underground,min_height,min_floor,facade_color,facade_material,roof_material,roof_shape,roof_direction,roof_orientation,roof_color,roof_height,theme,type
0,,,,12.6,"{'primary': People for the Ethical Treatment of Animals, 'common': NULL, 'rules': NULL}",false,false,,,,,,,,,,,,,buildings,building
