h3,_max,_min,_avg
8748eb41cffffff,1759,1759,1759.0
8748eb489ffffff,1612,1612,1612.0
8748ea31bffffff,1791,1791,1791.0
8748cc120ffffff,1869,1869,1869.0
8748ee516ffffff,1498,1498,1498.0
8748c4b71ffffff,1652,1652,1652.0
8748c4b4effffff,1509,1509,1509.0
8748c4a2cffffff,1872,1872,1872.0
8748c580bffffff,2258,2258,2258.0
8748c51a9ffffff,1403,1403,1403.0
8748c508affffff,1536,1536,1536.0
8748c4525ffffff,1320,1320,1320.0
8748c4759ffffff,1772,1772,1772.0
8748c4653ffffff,2156,2156,2156.0
8748ead83ffffff,1423,1423,1423.0
8748c52a1ffffff,1368,1368,1368.0
8748ea4b4ffffff,1506,1506,1506.0
8748c56a6ffffff,1865,1865,1865.0
8748c0b45ffffff,1923,1923,1923.0
8748c1912ffffff,1680,1680,1680.0
8748c1d75ffffff,1762,1762,1762.0
8748c0a44ffffff,1942,1942,1942.0
8748c1da6ffffff,2340,2340,2340.0
8748c1b04ffffff,1513,1440,1481.3333333333333
8748c1b8effffff,1492,1492,1492.0
8748c1b99ffffff,1613,1613,1613.0
8748c1044ffffff,1709,1709,1709.0
8748c13aeffffff,2370,2370,2370.0
8748c1174ffffff,1909,1909,1909.0
8748c1024ffffff,1662,1662,1662.0
8748c1623ffffff,2561,2561,2561.0
8748c1700ffffff,2294,2294,2294.0
8748c3b65ffffff,2635,2349,2492.0
8748c086cffffff,1576,1576,1576.0
8748c0b9affffff,1753,1753,1753.0
8748c0004ffffff,1769,1769,1769.0
8748c0ae4ffffff,1907,1907,1907.0
8748c0ac9ffffff,2473,2473,2473.0
8748c0addffffff,2073,2073,2073.0
8748c0adaffffff,2284,2284,2284.0
8748c0a8bffffff,2328,2328,2328.0
8748c1cb3ffffff,2007,2007,2007.0
8748c0019ffffff,2075,1895,1985.0
8748c0382ffffff,3053,3053,3053.0
8748c0c8bffffff,1762,1762,1762.0
8748c070dffffff,1893,1893,1893.0
8748c028cffffff,3048,3048,3048.0
8748c3824ffffff,2700,2700,2700.0
8748c0652ffffff,1708,1708,1708.0
8748c3c26ffffff,1551,1551,1551.0
8748c3ce0ffffff,1836,1836,1836.0
87481b88effffff,2440,2440,2440.0
87481b113ffffff,2120,2120,2120.0
87481b185ffffff,2440,2440,2440.0
87481bcf3ffffff,1840,1830,1835.0
87481bc99ffffff,1840,1840,1840.0
87481b503ffffff,2000,2000,2000.0
87481b51cffffff,2090,2090,2090.0
87481b0d1ffffff,2310,2310,2310.0
87481b425ffffff,2200,2200,2200.0
87481b440ffffff,2300,2300,2300.0
87481b4f2ffffff,1820,1820,1820.0
87481a373ffffff,1700,1700,1700.0
87481a202ffffff,1660,1660,1660.0
87481a2e0ffffff,1900,1900,1900.0
87481a2eaffffff,2150,2150,2150.0
87481a75bffffff,1400,1400,1400.0
87481a666ffffff,1520,1520,1520.0
8748f4914ffffff,1480,1480,1480.0
87481b58effffff,1660,1660,1660.0
8748f4b04ffffff,1880,1880,1880.0
8748f4b06ffffff,1860,1860,1860.0
8748f490effffff,2070,2070,2070.0
87481b2b2ffffff,2440,2440,2440.0
8748f5913ffffff,2070,2070,2070.0
87481b610ffffff,2640,2640,2640.0
87481b6b0ffffff,2420,2420,2420.0
8748a9b00ffffff,1510,1510,1510.0
8748f4561ffffff,1300,1300,1300.0
8748f6561ffffff,1516,1516,1516.0
8748f50c0ffffff,1510,1510,1510.0
8748f1d52ffffff,1360,1360,1360.0
8748f1c2dffffff,1330,1330,1330.0
8748f62aaffffff,1357,1357,1357.0
8748f2ba9ffffff,1761,1761,1761.0
8748f2066ffffff,1463,1463,1463.0
8748f2031ffffff,2333,2333,2333.0
8748f20a4ffffff,1865,1865,1865.0
8748f2722ffffff,1992,1943,1967.5
8748aba8cffffff,970,970,970.0
8748ab26cffffff,982,982,982.0
8748f6515ffffff,1544,1544,1544.0
8748ab232ffffff,993,993,993.0
8748ab0c9ffffff,1486,1486,1486.0
8748ab723ffffff,626,626,626.0
8748ab29bffffff,1353,1353,1353.0
8748ab6e0ffffff,908,908,908.0
87488c173ffffff,1752,1752,1752.0
8748f640affffff,1549,1549,1549.0
8748f6413ffffff,1467,1467,1467.0
8748f64ceffffff,1217,1217,1217.0
87488d8c0ffffff,1581,1581,1581.0
8748f2ce9ffffff,1675,1675,1675.0
8748f2192ffffff,1810,1810,1810.0
87488d382ffffff,1607,1607,1607.0
874889855ffffff,1005,1005,1005.0
874889c40ffffff,887,887,887.0
874888345ffffff,1010,1010,1010.0
874888372ffffff,990,990,990.0
8748f16e3ffffff,1660,1660,1660.0
8748f16e6ffffff,1520,1520,1520.0
8748c6336ffffff,1249,1249,1249.0
8748c6390ffffff,2059,1917,1988.0
8748f3249ffffff,1792,1792,1792.0
8748c6510ffffff,1822,1822,1822.0
8748f3401ffffff,1530,1530,1530.0
8748d4b42ffffff,1401,1401,1401.0
8748d4050ffffff,1082,1082,1082.0
8748d4345ffffff,1952,1952,1952.0
8748c6644ffffff,2133,2133,2133.0
8748c6641ffffff,2042,2042,2042.0
8748c2cccffffff,1330,1330,1330.0
8748d5348ffffff,2820,2820,2820.0
8748c2148ffffff,1948,1948,1948.0
8748c20ceffffff,2163,2163,2163.0
8748c2780ffffff,1713,1713,1713.0
8748c24d6ffffff,3276,3276,3276.0
8748f24ccffffff,1110,1110,1110.0
8748f2792ffffff,1024,1024,1024.0
8748d4c35ffffff,928,928,928.0
8748d68a1ffffff,930,930,930.0
8748d6d4cffffff,1024,1024,1024.0
87488b2d8ffffff,859,859,859.0
8726da2d2ffffff,768,768,768.0
8748a652cffffff,2803,2803,2803.0
8748a6463ffffff,2661,2661,2661.0
8748a642bffffff,3161,3161,3161.0
8748a6404ffffff,2786,2786,2786.0
8748a6415ffffff,2979,2979,2979.0
8748a67b3ffffff,1667,1667,1667.0
87499b274ffffff,1339,1339,1339.0
87499b262ffffff,1601,1601,1601.0
8748a2368ffffff,1236,1236,1236.0
8748a2302ffffff,2003,2003,2003.0
8748a2319ffffff,1925,1925,1925.0
8748a2222ffffff,1804,1533,1668.5
8748a2620ffffff,642,642,642.0
8748a220effffff,774,774,774.0
874884989ffffff,1421,1421,1421.0
874880cccffffff,182,182,182.0
874895d05ffffff,3,3,3.0
87488e5b0ffffff,680,680,680.0
87489db10ffffff,720,720,720.0
87488368effffff,604,604,604.0
87489c330ffffff,557,557,557.0
87489c329ffffff,550,550,550.0
87489c05affffff,419,419,419.0
87489c056ffffff,400,400,400.0
87489c0ecffffff,435,401,416.6666666666667
87489c0f2ffffff,374,374,374.0
87489c251ffffff,596,596,596.0
87489c2ebffffff,589,589,589.0
8748989a5ffffff,546,546,546.0
874898983ffffff,549,549,549.0
87489d44affffff,684,684,684.0
87489d691ffffff,472,472,472.0
87489d6ecffffff,595,595,595.0
87489d494ffffff,562,562,562.0
874898b18ffffff,563,543,553.0
874898959ffffff,565,565,565.0
87489812affffff,317,312,314.5
874898a24ffffff,558,558,558.0
874898a4dffffff,552,523,537.5
874898ae0ffffff,414,414,414.0
874898aa5ffffff,470,469,469.5
87489138bffffff,142,142,142.0
87489c4c3ffffff,203,203,203.0
87489c6a2ffffff,404,374,389.0
874898d25ffffff,451,451,451.0
87489eaedffffff,269,269,269.0
874898c04ffffff,433,433,433.0
87489e34bffffff,286,286,286.0
87489850cffffff,345,345,345.0
87489e584ffffff,125,125,125.0
87488a328ffffff,797,797,797.0
8726db72effffff,778,778,778.0
8726db210ffffff,660,660,660.0
874899831ffffff,647,647,647.0
874899474ffffff,447,447,447.0
87489b954ffffff,510,510,510.0
8726d9610ffffff,649,649,649.0
87489ba43ffffff,585,585,585.0
8726dbb26ffffff,699,699,699.0
8726d915dffffff,450,450,450.0
8726d9b11ffffff,446,446,446.0
8726d9b2affffff,435,435,435.0
8726ca50affffff,417,417,417.0
8726cad98ffffff,319,319,319.0
874898675ffffff,471,471,471.0
874898673ffffff,453,453,453.0
87489b919ffffff,504,504,504.0
87489b8aeffffff,483,483,483.0
87489bd54ffffff,398,398,398.0
87489aaadffffff,256,256,256.0
87489b170ffffff,457,457,457.0
8726ca6aaffffff,363,342,352.5
8726ca2d8ffffff,373,373,373.0
8726caab2ffffff,387,387,387.0
8726cbc99ffffff,303,303,303.0
8726ca570ffffff,431,420,425.5
8726cac08ffffff,355,355,355.0
8726ca8c1ffffff,305,305,305.0
8726cada3ffffff,334,334,334.0
8726ce640ffffff,363,363,363.0
8726cab14ffffff,291,291,291.0
8726ce2f1ffffff,368,368,368.0
8726cd673ffffff,145,145,145.0
874468aa4ffffff,82,82,82.0
87446e256ffffff,37,37,37.0
8744687b3ffffff,62,62,62.0
87446bb6affffff,184,184,184.0
874469693ffffff,209,209,209.0
87446bb0dffffff,206,206,206.0
87446ba9cffffff,190,190,190.0
8726c929dffffff,192,192,192.0
87446ab04ffffff,72,72,72.0
87446a02bffffff,108,108,108.0
874441a40ffffff,40,40,40.0
87444c774ffffff,44,44,44.0
87444c4c2ffffff,163,163,163.0
874448995ffffff,128,128,128.0
87445d2adffffff,40,40,40.0
8729b6031ffffff,1007,1007,1007.0
8729b6534ffffff,1022,1022,1022.0
8729b6436ffffff,1590,1590,1590.0
8729b60d0ffffff,2166,2166,2166.0
8729b60d9ffffff,2127,2127,2127.0
8729b640dffffff,1485,1485,1485.0
8748eb2deffffff,1990,1990,1990.0
8748eb62bffffff,1753,1687,1720.0
8748eb6e9ffffff,1833,1833,1833.0
8729b6496ffffff,1236,1236,1236.0
8748cd82affffff,1434,1434,1434.0
8748cdba3ffffff,1830,1830,1830.0
8748cd8e4ffffff,1565,1565,1565.0
8748cd8a4ffffff,1370,1370,1370.0
8748cd99bffffff,1709,1709,1709.0
8729b2d73ffffff,2310,2310,2310.0
8729b218bffffff,2216,2055,2135.5
8729b2ccdffffff,2036,2036,2036.0
8729b2526ffffff,2124,2124,2124.0
8748cdaf6ffffff,1877,1877,1877.0
8748cdaa2ffffff,1958,1958,1958.0
8748cd16bffffff,2210,2210,2210.0
8748cda9dffffff,1955,1955,1955.0
8748cd329ffffff,1929,1929,1929.0
8748cd332ffffff,2159,2159,2159.0
8748cd04cffffff,2312,2312,2312.0
8748cd261ffffff,2164,2137,2150.5
8748cd223ffffff,2242,2242,2242.0
8748cd399ffffff,2311,2311,2311.0
8748eb6a8ffffff,2286,2286,2286.0
8748eb692ffffff,1793,1793,1793.0
8748ccac4ffffff,1673,1673,1673.0
8748cdd4effffff,1790,1790,1790.0
8748cdd18ffffff,2001,2001,2001.0
8748cc712ffffff,2355,2355,2355.0
8748cc758ffffff,1973,1973,1973.0
8748cc621ffffff,2120,2120,2120.0
8748c888dffffff,1717,1717,1717.0
8748c8070ffffff,1649,1649,1649.0
8729b20a3ffffff,2556,2556,2556.0
8729b2468ffffff,2282,2282,2282.0
8729b2443ffffff,2427,2262,2344.5
8729b2460ffffff,2230,2230,2230.0
8729b2473ffffff,2350,2350,2350.0
8729b249dffffff,3851,3851,3851.0
8729b24deffffff,2520,2520,2520.0
8729b2494ffffff,2695,2695,2695.0
8748c9836ffffff,2008,2008,2008.0
8748c982affffff,2120,2120,2120.0
8748c9854ffffff,2234,2234,2234.0
8748c9808ffffff,1978,1978,1978.0
8748c9b0bffffff,2265,2265,2265.0
872994c5dffffff,1760,1760,1760.0
872994c58ffffff,1513,1513,1513.0
8729941aeffffff,2156,2115,2128.6666666666665
872994cc9ffffff,2110,2110,2110.0
872994c81ffffff,1949,1949,1949.0
872994022ffffff,1543,1414,1478.5
872994503ffffff,1608,1608,1608.0
8748c92cdffffff,1679,1679,1679.0
8748c9cc9ffffff,1629,1629,1629.0
8748c825cffffff,1991,1991,1991.0
8748c83aaffffff,1954,1954,1954.0
8748c8395ffffff,1896,1896,1896.0
8748c8282ffffff,1953,1953,1953.0
8748cccd1ffffff,2668,2668,2668.0
8748cc542ffffff,3155,3155,3155.0
8748ce928ffffff,2874,2795,2834.5
8748cc7b5ffffff,2466,2466,2466.0
8748cc7b6ffffff,2625,2625,2625.0
8748c1645ffffff,2540,2540,2540.0
8748c1642ffffff,2213,2213,2213.0
8748cec76ffffff,2382,2382,2382.0
8748c8c34ffffff,1813,1813,1813.0
8748c8cccffffff,1759,1759,1759.0
8748ce0c5ffffff,2299,2299,2299.0
8748ce550ffffff,2235,2235,2235.0
8748ce682ffffff,2221,2221,2221.0
8748c3a01ffffff,2209,2209,2209.0
8748c325cffffff,2634,2514,2574.0
8748c37adffffff,2162,2162,2162.0
8748c361effffff,2319,2319,2319.0
8748c36a8ffffff,2381,2381,2381.0
8748c36c2ffffff,1906,1795,1850.5
8748c3785ffffff,2208,2208,2208.0
8748ddb64ffffff,2401,2401,2401.0
8748ddb81ffffff,2298,2298,2298.0
8748dd15bffffff,2046,2046,2046.0
8748dd033ffffff,2070,2037,2053.5
8748dd0f0ffffff,2174,2174,2174.0
8748dd441ffffff,2005,2005,2005.0
8748ca12cffffff,2206,2206,2206.0
8748cad4bffffff,2125,2125,2125.0
8748cac01ffffff,2489,2489,2489.0
8748cb502ffffff,2197,2197,2197.0
8748cb4dcffffff,1867,1841,1854.0
87269b706ffffff,1749,1749,1749.0
8748dd3aeffffff,2607,2607,2607.0
8748dd2e9ffffff,2498,2498,2498.0
8748dd2f4ffffff,2513,2513,2513.0
8748dd72cffffff,2033,2033,2033.0
8748dd71dffffff,2325,2308,2316.5
8748dd61cffffff,2440,2440,2440.0
8748dd69cffffff,2059,2059,2059.0
8748d8b5effffff,1969,1969,1969.0
8748d9984ffffff,2071,2071,2071.0
8748d9a22ffffff,2063,2063,2063.0
8748d9c69ffffff,2058,2058,2058.0
8748d976cffffff,2071,2071,2071.0
8748d9674ffffff,2248,2248,2248.0
8748ce4dbffffff,2440,2440,2440.0
8748ddb45ffffff,2528,2487,2507.5
8748ddb59ffffff,2416,2416,2416.0
8729968cbffffff,1861,1861,1861.0
8729963a3ffffff,1359,1359,1359.0
872990604ffffff,2453,2453,2453.0
872992aadffffff,2384,2384,2384.0
872992a96ffffff,2260,2260,2260.0
872996556ffffff,2184,2184,2184.0
87269a6ebffffff,1676,1676,1676.0
87269a585ffffff,1570,1570,1570.0
872992cedffffff,1498,1498,1498.0
8729921adffffff,1877,1877,1877.0
87299219cffffff,1912,1912,1912.0
87269a51dffffff,1987,1987,1987.0
87269a889ffffff,2216,2216,2216.0
87269ac64ffffff,2705,2705,2705.0
87269e64dffffff,2400,2400,2400.0
872993994ffffff,3366,3366,3366.0
872993d12ffffff,2977,2977,2977.0
872993c12ffffff,2801,2801,2801.0
872993143ffffff,2751,2751,2751.0
8729931b3ffffff,3060,3060,3060.0
872993d91ffffff,2984,2984,2984.0
87299232effffff,3380,3380,3380.0
8729922edffffff,3441,3441,3441.0
8726936b1ffffff,2583,2583,2583.0
8729932aaffffff,1472,1472,1472.0
87269229cffffff,1797,1797,1797.0
87269239affffff,1766,1766,1766.0
87269370affffff,1798,1798,1798.0
87269224dffffff,2624,2624,2624.0
872693c5cffffff,2592,2592,2592.0
87299255affffff,1692,1692,1692.0
8729924ceffffff,1672,1672,1672.0
872992604ffffff,1546,1546,1546.0
872992652ffffff,1931,1931,1931.0
8726932c5ffffff,1700,1700,1700.0
87299249dffffff,1936,1936,1936.0
87269e4eeffffff,1962,1962,1962.0
87269375cffffff,1680,1680,1680.0
8726933a6ffffff,2257,2257,2257.0
872693153ffffff,1755,1755,1755.0
872693a00ffffff,1679,1679,1679.0
87269ecaaffffff,1473,1415,1444.0
87269ec43ffffff,1672,1672,1672.0
87269ec55ffffff,1451,1451,1451.0
87269ec40ffffff,1685,1685,1685.0
87269ec62ffffff,1550,1550,1550.0
87269b4b4ffffff,1997,1997,1997.0
87269a253ffffff,2020,2020,2020.0
87269aad1ffffff,1568,1568,1568.0
87269b1aeffffff,1570,1570,1570.0
87269bc41ffffff,1729,1729,1729.0
87269b983ffffff,2263,2263,2263.0
87269b9acffffff,2482,2482,2482.0
87269a851ffffff,1957,1957,1957.0
8726980c1ffffff,2782,2782,2782.0
8726980c6ffffff,2753,2753,2753.0
872698045ffffff,2967,2967,2967.0
872698033ffffff,2232,2232,2232.0
872698008ffffff,2870,2870,2870.0
87269ba11ffffff,1706,1706,1706.0
872699691ffffff,1941,1941,1941.0
8726996a3ffffff,1970,1970,1970.0
872699710ffffff,2057,2057,2057.0
87269946affffff,2039,2039,2039.0
872699296ffffff,2261,2261,2261.0
872699041ffffff,2468,2468,2468.0
872699a8affffff,2505,2505,2505.0
8726982ecffffff,3580,3580,3580.0
872699c0bffffff,3793,3793,3793.0
872698329ffffff,3673,3549,3611.0
872698328ffffff,3757,3682,3719.5
872698ad9ffffff,3855,3822,3838.5
87269814bffffff,2923,2923,2923.0
872699d19ffffff,4037,4037,4037.0
872698ae5ffffff,3682,3682,3682.0
872698a63ffffff,4151,4151,4151.0
872698a2effffff,2851,2851,2851.0
872698b4affffff,3895,3895,3895.0
87269919cffffff,2465,2465,2465.0
872699023ffffff,3030,3030,3030.0
872699c51ffffff,3225,3225,3225.0
872699c75ffffff,3565,3565,3565.0
872699151ffffff,2705,2504,2604.5
8726998ceffffff,3317,3317,3317.0
872699bb5ffffff,3647,3647,3647.0
87269980bffffff,3724,3724,3724.0
87269986effffff,3833,3833,3833.0
872699d0bffffff,4158,4022,4090.0
87269d61dffffff,4269,4269,4269.0
8726999aeffffff,2926,2926,2926.0
87269990effffff,3097,3097,3097.0
872699962ffffff,3658,3658,3658.0
87269d28affffff,3915,3915,3915.0
87269d289ffffff,3578,3578,3578.0
872698c8cffffff,2132,2132,2132.0
87269eb1bffffff,2734,2734,2734.0
872698d32ffffff,2185,2185,2185.0
872698d06ffffff,2137,2137,2137.0
8726913aeffffff,2506,2506,2506.0
87269ccc8ffffff,1780,1780,1780.0
872698801ffffff,2417,2417,2417.0
87269d55affffff,3456,3456,3456.0
87269d752ffffff,3323,3303,3313.0
87269d764ffffff,3854,3854,3854.0
87269d010ffffff,2708,2708,2708.0
87269c322ffffff,1931,1931,1931.0
87269c829ffffff,1769,1769,1769.0
87269cb4bffffff,3445,3445,3445.0
8726834caffffff,3036,3036,3036.0
87269dc04ffffff,2400,2400,2400.0
87268365effffff,2638,2638,2638.0
87268374dffffff,4297,4102,4203.333333333333
872683288ffffff,4079,4079,4079.0
87268338affffff,3391,3391,3391.0
8748d124bffffff,2137,2137,2137.0
8748dd590ffffff,1531,1531,1531.0
8748d10e8ffffff,1674,1674,1674.0
8748ded50ffffff,1684,1684,1684.0
8748d3829ffffff,1267,1255,1261.0
8748de171ffffff,1930,1930,1930.0
8748deab2ffffff,1856,1856,1856.0
8748de38dffffff,1770,1770,1770.0
8748d88e8ffffff,2523,2488,2503.3333333333335
8748d8a5affffff,2077,2077,2077.0
8748d8369ffffff,2590,2590,2590.0
8748d8260ffffff,2563,2563,2563.0
8748d83a9ffffff,2371,2349,2360.0
8748d80d8ffffff,2248,2247,2247.5
8748d839bffffff,2233,2233,2233.0
8748d852cffffff,2208,2208,2208.0
8748de358ffffff,2052,2052,2052.0
8748de35bffffff,2020,2020,2020.0
8748d8426ffffff,2213,2213,2213.0
8748d85abffffff,2030,2030,2030.0
8748d8758ffffff,1996,1996,1996.0
8748d842affffff,2499,2499,2499.0
8748dab71ffffff,3002,3002,3002.0
8748d959affffff,2363,2363,2363.0
8748d82d8ffffff,3039,3039,3039.0
8748dab69ffffff,3766,3766,3766.0
8748db12effffff,2624,2624,2624.0
8748dbc22ffffff,2383,2383,2383.0
8748db516ffffff,3746,3746,3746.0
8748de203ffffff,1915,1915,1915.0
8748da942ffffff,2205,2205,2205.0
8748dad2affffff,2058,2058,2058.0
8748dacb2ffffff,1441,1441,1441.0
8726d2da3ffffff,1635,1635,1635.0
8748da218ffffff,3364,3364,3364.0
8748da240ffffff,3185,3116,3150.5
8748da283ffffff,2868,2868,2868.0
8748da0b3ffffff,2102,2102,2102.0
8726d65b5ffffff,2062,2062,2062.0
8726d650effffff,2282,2282,2282.0
8726d2199ffffff,1379,1379,1379.0
8726d21a9ffffff,1372,1360,1366.6666666666667
8726d2996ffffff,1460,1460,1460.0
8726d040effffff,1296,1296,1296.0
8726d6312ffffff,1530,1530,1530.0
8726d6119ffffff,1916,1916,1916.0
8726d0760ffffff,1118,1118,1118.0
8726d021dffffff,1035,1035,1035.0
8748db02bffffff,2994,2994,2994.0
8748db3b6ffffff,3156,3156,3156.0
872699a1effffff,3567,3567,3567.0
872699b62ffffff,3600,3600,3600.0
872699b34ffffff,3299,3299,3299.0
87268a4d9ffffff,3842,3842,3842.0
87268a6b5ffffff,3626,3626,3626.0
87268a7b5ffffff,3911,3911,3911.0
87268a59affffff,3383,3383,3383.0
87269d2e1ffffff,4178,4178,4178.0
87269d2edffffff,3598,3598,3598.0
8748db491ffffff,3389,3389,3389.0
87268b6e2ffffff,2563,2563,2563.0
87268b34bffffff,2375,2375,2375.0
8726d6db1ffffff,2569,2569,2569.0
87268bcc0ffffff,4024,4024,4024.0
87268bd10ffffff,2795,2795,2795.0
87268bd02ffffff,3524,3524,3524.0
87268bc08ffffff,3072,3072,3072.0
87268b9b6ffffff,2045,2045,2045.0
872688274ffffff,1625,1625,1625.0
87269da99ffffff,3700,3700,3700.0
87269dac4ffffff,3051,3051,3051.0
87268ac1cffffff,3311,3311,3311.0
87269da02ffffff,2757,2757,2757.0
87268e68effffff,3623,3623,3623.0
87268e792ffffff,3527,3246,3386.5
87268e786ffffff,3469,3469,3469.0
87268ad45ffffff,3217,3217,3217.0
87268e6c3ffffff,3165,3165,3165.0
87268a90affffff,4144,4022,4083.0
87268a931ffffff,2886,2886,2886.0
87268a96cffffff,2573,2573,2573.0
87268e644ffffff,3977,3977,3977.0
87268e29bffffff,2415,2415,2415.0
87268e306ffffff,2975,2975,2975.0
87269d961ffffff,3567,3567,3567.0
8726832d5ffffff,4056,4056,4056.0
87268e504ffffff,3968,3919,3943.5
87268e576ffffff,4396,4396,4396.0
872683243ffffff,4090,4090,4090.0
872683245ffffff,3934,3934,3934.0
87268ec9cffffff,3191,3191,3191.0
87268ec99ffffff,3957,3957,3957.0
87268ec23ffffff,4189,3932,4060.5
87268e04effffff,3554,3554,3554.0
87268ec5dffffff,3276,3276,3276.0
87268ec0dffffff,4135,4135,4135.0
87268e8ccffffff,2844,2844,2844.0
87268e853ffffff,3438,3438,3438.0
87268859bffffff,2548,2548,2548.0
87268e349ffffff,2395,2395,2395.0
87268e363ffffff,2612,2612,2612.0
872688c23ffffff,2260,2260,2260.0
872688d5bffffff,1940,1940,1940.0
872688da2ffffff,2980,2980,2980.0
872688da6ffffff,3009,3009,3009.0
87268eb58ffffff,3000,3000,3000.0
87268eb08ffffff,2937,2937,2937.0
87268ea61ffffff,3814,3814,3814.0
87268c685ffffff,2877,2816,2846.5
87268e86effffff,3417,3417,3417.0
87268e96effffff,3636,3636,3636.0
87268c583ffffff,2440,2440,2440.0
87268c099ffffff,2254,2254,2254.0
87268c396ffffff,2256,2256,2256.0
8726d6c09ffffff,2655,2655,2655.0
8726d6c43ffffff,2080,2080,2080.0
8726d6d89ffffff,2471,2471,2471.0
8726d6824ffffff,1617,1617,1617.0
8726d4518ffffff,1335,1335,1335.0
87268951bffffff,1621,1621,1621.0
8726898a6ffffff,1320,1320,1320.0
8726d4193ffffff,1245,1245,1245.0
87268ca5bffffff,1819,1819,1819.0
8726f6493ffffff,1443,1443,1443.0
872692a90ffffff,2007,1891,1949.0
8726928a0ffffff,2530,2530,2530.0
8726928deffffff,2181,2181,2181.0
872692865ffffff,1553,1553,1553.0
872690691ffffff,2781,2781,2781.0
8726904e4ffffff,2025,2025,2025.0
8726929a0ffffff,1646,1646,1646.0
872696755ffffff,3042,2675,2874.0
87269672bffffff,2283,2185,2234.0
87269672cffffff,1829,1681,1764.0
8726960c0ffffff,2525,2525,2525.0
8726905a8ffffff,2415,1683,2048.3333333333335
8726905a1ffffff,2238,2238,2238.0
87269624dffffff,3280,3280,3280.0
872696343ffffff,2579,2579,2579.0
872696366ffffff,3485,3471,3478.0
872696adcffffff,3393,3132,3296.3333333333335
87269636effffff,3151,3151,3151.0
872696af0ffffff,3115,3115,3115.0
872691525ffffff,2254,2186,2220.0
8726909a6ffffff,3640,3417,3528.5
87269094dffffff,3320,3320,3320.0
872690928ffffff,3919,3919,3919.0
8726942d0ffffff,4020,4020,4020.0
872690b63ffffff,1893,1893,1893.0
872696103ffffff,1495,1495,1495.0
872696972ffffff,2885,2762,2823.5
872696b8cffffff,2866,2866,2866.0
872696a35ffffff,2578,2578,2578.0
872696843ffffff,2422,2422,2422.0
8728b6cdbffffff,2671,2671,2671.0
8728b65b0ffffff,2334,2334,2334.0
8728b6472ffffff,3041,3041,3041.0
8728b6441ffffff,1609,1609,1609.0
872694628ffffff,3306,3306,3306.0
872694252ffffff,3708,3708,3708.0
87269430bffffff,2905,2905,2905.0
8726948c2ffffff,2158,2158,2158.0
872694243ffffff,4095,3917,4006.0
872695ca1ffffff,2879,2879,2879.0
872694985ffffff,2510,2510,2510.0
8726b3570ffffff,2021,2021,2021.0
8726b3d46ffffff,2145,2145,2145.0
87268259dffffff,1784,1784,1784.0
872695a98ffffff,2371,2371,2371.0
872695a1bffffff,2696,2696,2696.0
872682c14ffffff,2651,2651,2651.0
872682894ffffff,2084,2084,2084.0
872695a40ffffff,2637,2637,2637.0
872695a28ffffff,2598,2598,2598.0
8726822eaffffff,2763,2763,2763.0
872682a86ffffff,1977,1977,1977.0
872682af4ffffff,2036,2036,2036.0
872683558ffffff,2431,2431,2431.0
87268354affffff,2932,2932,2932.0
872683cc9ffffff,2675,2675,2675.0
872683c0dffffff,3466,3466,3466.0
872683d31ffffff,3057,3057,3057.0
8726838e0ffffff,2931,2931,2931.0
8726839b6ffffff,3441,3441,3441.0
872683991ffffff,3733,3733,3733.0
87268065bffffff,3766,3766,3766.0
87268288cffffff,2356,2356,2356.0
872682b09ffffff,2463,2463,2463.0
8726804d4ffffff,2296,2296,2296.0
8726806abffffff,3197,3197,3197.0
872680632ffffff,2893,2893,2893.0
872680600ffffff,2554,2554,2554.0
872680742ffffff,2747,2747,2747.0
872680640ffffff,3419,3419,3419.0
872680010ffffff,2507,2507,2507.0
872680004ffffff,2241,2241,2241.0
872695952ffffff,2485,2485,2485.0
8726b3998ffffff,2052,2052,2052.0
8726b1700ffffff,2125,2125,2125.0
872680d59ffffff,2817,2817,2817.0
872680d75ffffff,2527,2527,2527.0
87268690affffff,2092,2092,2092.0
8728b28c5ffffff,2638,2638,2638.0
8728b668effffff,1968,1968,1968.0
8728b2554ffffff,1972,1972,1972.0
872894d62ffffff,1557,1557,1557.0
8728b2451ffffff,2264,2264,2264.0
8728b2409ffffff,2138,2138,2138.0
8726b67b2ffffff,2537,2537,2537.0
8726b6cd1ffffff,2256,2256,2256.0
8726b2142ffffff,2883,2883,2883.0
8726b28c1ffffff,3245,3245,3245.0
8726b299dffffff,3325,3325,3325.0
8726b28e1ffffff,3298,3298,3298.0
8726b2904ffffff,3256,3244,3250.0
8726b0482ffffff,2303,2303,2303.0
8726b6650ffffff,3081,3081,3081.0
8726b6624ffffff,3079,3079,3079.0
8726b60c5ffffff,2897,2897,2897.0
8726b6031ffffff,1887,1887,1887.0
8726b605effffff,2966,2966,2966.0
8726b604cffffff,2094,2094,2094.0
8726b6175ffffff,3024,3024,3024.0
8726b6101ffffff,1990,1990,1990.0
8726b6358ffffff,2563,2563,2563.0
8726b0d95ffffff,2781,2781,2781.0
8726b0196ffffff,2652,2652,2652.0
872894ab3ffffff,1487,1487,1487.0
8726b6d99ffffff,2346,2346,2346.0
87289478dffffff,1898,1898,1898.0
872894788ffffff,1894,1894,1894.0
872896b09ffffff,1951,1951,1951.0
87289462bffffff,1957,1957,1957.0
