h3,_max,_min,_avg
870c28ab3ffffff,566,566,566.0
870c715a2ffffff,2039,2039,2039.0
870c71855ffffff,1320,1320,1320.0
870c74d72ffffff,1259,1259,1259.0
870c74d6effffff,1354,1354,1354.0
870c74990ffffff,1691,1691,1691.0
870d5050effffff,777,777,777.0
870d5e710ffffff,977,977,977.0
870c6ad30ffffff,290,290,290.0
870c45d24ffffff,2265,2265,2265.0
870c44ba8ffffff,1885,1885,1885.0
870c61003ffffff,1862,1862,1862.0
870c6cd52ffffff,4520,4520,4520.0
871d242c3ffffff,682,682,682.0
87139234affffff,1232,1232,1232.0
871d24565ffffff,822,822,822.0
871d24d58ffffff,931,931,931.0
871d24da2ffffff,993,993,993.0
871393c68ffffff,756,756,756.0
871391404ffffff,2017,2017,2017.0
870c6d38effffff,341,341,341.0
870c6d262ffffff,1399,1399,1399.0
870c6da59ffffff,2428,2428,2428.0
87139686effffff,1560,1560,1560.0
8713b2da3ffffff,3644,3644,3644.0
870c6c81cffffff,4742,4742,4742.0
870c6c969ffffff,3087,3087,3087.0
8713b2654ffffff,2147,2147,2147.0
8713b22b3ffffff,2761,2761,2761.0
8713b3591ffffff,2323,2323,2323.0
8713900ddffffff,1660,1660,1660.0
8713918adffffff,1484,1484,1484.0
87139532cffffff,2242,2242,2242.0
871386462ffffff,1408,1408,1408.0
8713b169dffffff,1130,1130,1130.0
8713b10c1ffffff,1090,1090,1090.0
870c66c0bffffff,2438,2438,2438.0
870c668f5ffffff,3139,3139,3139.0
870c66caaffffff,2042,2042,2042.0
870c66d86ffffff,2407,2407,2407.0
870c66c19ffffff,2054,2054,2054.0
870c66c60ffffff,2731,2731,2731.0
870d59d4effffff,1566,1566,1566.0
870c656d9ffffff,2092,2092,2092.0
8713b6d6effffff,1653,1653,1653.0
870c6526effffff,1523,1523,1523.0
870d5dd74ffffff,805,805,805.0
870d462c9ffffff,718,718,718.0
870d4d48effffff,1800,1800,1800.0
8713b11aaffffff,915,915,915.0
8713b1002ffffff,1227,1227,1227.0
8713b1892ffffff,862,862,862.0
8713b1899ffffff,778,778,778.0
870d49ae6ffffff,900,900,900.0
870d488a2ffffff,1979,1979,1979.0
870d4c2c0ffffff,1435,1435,1435.0
870da9d74ffffff,341,341,341.0
870da9276ffffff,159,159,159.0
870da9892ffffff,395,395,395.0
870da9130ffffff,405,405,405.0
870da9103ffffff,460,460,460.0
870c34535ffffff,216,216,216.0
870c34924ffffff,1083,1083,1083.0
870d1b685ffffff,1369,1369,1369.0
870d19132ffffff,576,576,576.0
870d19a54ffffff,251,251,251.0
870c24a6cffffff,1489,1489,1489.0
870d0b1a8ffffff,738,738,738.0
870d560e2ffffff,1344,1344,1344.0
870d56d15ffffff,1500,1500,1500.0
870d097acffffff,818,818,818.0
870d73031ffffff,1990,1990,1990.0
870d464c0ffffff,765,765,765.0
870d7280effffff,1161,1161,1161.0
870d70462ffffff,1712,1712,1712.0
870d700eaffffff,2270,2266,2268.0
870d461acffffff,877,877,877.0
870d46150ffffff,791,791,791.0
8728f101cffffff,382,382,382.0
8728c60c0ffffff,88,88,88.0
8728d9b6dffffff,1237,1237,1237.0
87129b4f5ffffff,773,773,773.0
87129b724ffffff,1111,1111,1111.0
87129b2c8ffffff,1861,1658,1727.1666666666667
87129b368ffffff,1768,1744,1756.0
8728dd141ffffff,117,117,117.0
8728dd1b5ffffff,850,850,850.0
8728ddcd9ffffff,1360,1360,1360.0
8728c2354ffffff,0,0,0.0
8728dc964ffffff,394,394,394.0
8728dc968ffffff,398,398,398.0
8728c2030ffffff,921,920,920.5
8728c2731ffffff,1123,1123,1123.0
8728dc8c9ffffff,1065,1065,1065.0
8728dca1affffff,799,799,799.0
8728dc0eeffffff,1390,1390,1390.0
8728dc0ceffffff,1433,1433,1433.0
8728dc2b0ffffff,1603,1603,1603.0
8728ca4eaffffff,1131,1131,1131.0
8728ca58dffffff,1120,1120,1120.0
8728d990cffffff,1822,1822,1822.0
8728d9833ffffff,2135,1840,1987.5
8728d981cffffff,1669,1669,1669.0
8728dd0deffffff,1599,1599,1599.0
8728dd76bffffff,1513,1513,1513.0
8728dd75effffff,1789,1736,1771.0
8728dd726ffffff,1426,1426,1426.0
8728dd622ffffff,1642,1642,1642.0
8728dd65bffffff,1723,1723,1723.0
8728dd6e1ffffff,1722,1722,1722.0
8728dd68bffffff,1765,1765,1765.0
8728d935dffffff,1581,1581,1581.0
8728d9258ffffff,1646,1646,1646.0
8712996ceffffff,305,305,305.0
8728d9599ffffff,402,402,402.0
8728d9731ffffff,1480,1420,1450.0
8728d961dffffff,624,624,624.0
8728d96f5ffffff,502,502,502.0
8728d9684ffffff,1046,1046,1046.0
8728d9783ffffff,786,786,786.0
8728d8a15ffffff,65,65,65.0
8728d8d4effffff,350,350,350.0
8728d8ce5ffffff,430,430,430.0
8728db902ffffff,1240,1240,1240.0
8728d809affffff,1575,1575,1575.0
8728d868cffffff,1884,1884,1884.0
8728d84d0ffffff,1755,1755,1755.0
8728daa02ffffff,2606,2606,2606.0
8728daa1bffffff,2594,2594,2594.0
8728da234ffffff,2688,2562,2625.0
871296a28ffffff,1086,1086,1086.0
871294695ffffff,804,804,804.0
8712946cbffffff,457,457,457.0
871d2db6cffffff,751,751,751.0
871294da2ffffff,591,591,591.0
8712b3305ffffff,228,228,228.0
8712958c1ffffff,78,78,78.0
871286124ffffff,1664,1664,1664.0
87128684effffff,2176,2176,2176.0
8712b0302ffffff,942,878,910.0
8712b0061ffffff,795,795,795.0
8712b3b2cffffff,663,663,663.0
8712b1166ffffff,1597,1597,1597.0
8712b5a89ffffff,2146,2146,2146.0
8712a2c5effffff,2289,2289,2289.0
87129959effffff,223,223,223.0
8712994acffffff,327,319,323.0
87129950cffffff,932,932,932.0
87129cda9ffffff,325,325,325.0
87129c999ffffff,1015,1015,1015.0
871282c5affffff,642,642,642.0
87129d859ffffff,2064,2064,2064.0
87128315effffff,2246,2246,2246.0
87128310effffff,2248,2248,2248.0
871283a8effffff,2377,2377,2377.0
871283a46ffffff,1954,1954,1954.0
871299091ffffff,664,664,664.0
8712990f2ffffff,1487,1487,1487.0
871299299ffffff,692,692,692.0
8712990a0ffffff,1294,1294,1294.0
8728dba48ffffff,1671,1671,1671.0
871299248ffffff,1786,1786,1786.0
871299865ffffff,2431,2431,2431.0
871299949ffffff,2864,2864,2864.0
87129996bffffff,2255,2255,2255.0
87128ac82ffffff,2893,2893,2893.0
87128aca9ffffff,3555,3555,3555.0
87128a605ffffff,3316,3120,3208.0
8728db796ffffff,2699,2699,2699.0
8728da2e8ffffff,2391,2391,2391.0
8728db49affffff,2632,2522,2577.0
87128b7b6ffffff,2731,2731,2731.0
87128b789ffffff,3064,3064,3064.0
87128a664ffffff,2913,2740,2820.25
87128a2d4ffffff,2945,2846,2895.5
87128a35cffffff,3183,3162,3172.5
87129da55ffffff,2500,2500,2500.0
87129da44ffffff,2785,2785,2785.0
87128e68bffffff,2594,2594,2594.0
87128e410ffffff,1836,1836,1836.0
87128e7a3ffffff,2137,2137,2137.0
87128ec91ffffff,2193,2193,2193.0
871281673ffffff,1898,1898,1898.0
871288036ffffff,1487,1487,1487.0
87128c451ffffff,1367,1367,1367.0
87128061effffff,2019,2019,2019.0
87128010dffffff,2361,2361,2361.0
871286374ffffff,2204,2204,2204.0
871280da3ffffff,1680,1680,1680.0
871280d36ffffff,1204,1204,1204.0
871286b0bffffff,1999,1999,1999.0
87128088dffffff,2320,2320,2320.0
8712840cbffffff,1887,1887,1887.0
8712802ccffffff,2118,2118,2118.0
871280389ffffff,1545,1545,1545.0
871280a11ffffff,1873,1873,1873.0
871280adaffffff,1740,1740,1740.0
871281d08ffffff,1622,1622,1622.0
871280171ffffff,1824,1824,1824.0
871285150ffffff,1588,1588,1588.0
8712843acffffff,2077,2077,2077.0
8712a3688ffffff,2046,2046,2046.0
8712a3568ffffff,1559,1559,1559.0
871281099ffffff,2257,2257,2257.0
871281840ffffff,1269,1269,1269.0
871281345ffffff,1006,1006,1006.0
87128134dffffff,899,899,899.0
87128cc9cffffff,1272,1272,1272.0
871281a46ffffff,1191,1191,1191.0
87128536cffffff,1718,1718,1718.0
87128c105ffffff,1067,1067,1067.0
8712abd28ffffff,1126,1126,1126.0
8712a86adffffff,1133,1133,1133.0
8712ae40cffffff,1212,1212,1212.0
8712aa9adffffff,1793,1793,1793.0
8712ae298ffffff,941,941,941.0
8712ac42cffffff,1781,1781,1781.0
8712ac69cffffff,1918,1918,1918.0
8728f57aeffffff,527,527,527.0
8728f54c2ffffff,430,430,430.0
8728f54d5ffffff,322,322,322.0
8728f0b75ffffff,701,701,701.0
8728f1daaffffff,850,850,850.0
8728f0a01ffffff,380,380,380.0
8728f0175ffffff,218,218,218.0
8728f0108ffffff,292,292,292.0
8728f0016ffffff,174,174,174.0
8728f046effffff,576,576,576.0
8728f0356ffffff,539,539,539.0
8728f3b2affffff,550,550,550.0
8728f0713ffffff,674,674,674.0
8728f3c49ffffff,522,522,522.0
8728f0da8ffffff,714,714,714.0
8728f626cffffff,1159,1096,1127.5
8728f042dffffff,410,410,410.0
8728f050affffff,732,732,732.0
8728f058dffffff,221,221,221.0
8728f0589ffffff,743,743,743.0
8728f6258ffffff,1384,1384,1384.0
8728f6251ffffff,1443,1443,1443.0
8728f6222ffffff,2909,2909,2909.0
8728f6233ffffff,2205,2205,2205.0
8728f62cdffffff,1416,1416,1416.0
8728f2954ffffff,675,675,675.0
8728f604bffffff,1701,1701,1701.0
8728f63b3ffffff,1637,1637,1637.0
8728f29a2ffffff,282,275,278.5
8728f29b4ffffff,524,524,524.0
8728f04c8ffffff,1186,1186,1186.0
8728f06a4ffffff,611,611,611.0
8728f2953ffffff,919,919,919.0
8728f2958ffffff,1118,1118,1118.0
8728f2a24ffffff,1152,1152,1152.0
8728f2a68ffffff,601,601,601.0
8728f3da1ffffff,2549,2549,2549.0
8728f3c34ffffff,1392,1392,1392.0
8728f2334ffffff,1064,1064,1064.0
8728f232bffffff,1640,1640,1640.0
8728f2305ffffff,1659,1659,1659.0
8728f2156ffffff,1319,1319,1319.0
8728f21b2ffffff,874,874,874.0
8728f2830ffffff,498,498,498.0
8728f2cf5ffffff,1272,1272,1272.0
8728f2001ffffff,2065,2065,2065.0
8728f3aa3ffffff,517,479,498.0
8728f3151ffffff,111,111,111.0
8728f3466ffffff,1226,1226,1226.0
8728f3446ffffff,1154,1154,1154.0
8728d5aa6ffffff,765,765,765.0
8728c2cacffffff,1634,1634,1634.0
8728c2cb0ffffff,1873,1873,1873.0
8728d5a19ffffff,1311,1311,1311.0
8728d5af2ffffff,1654,1654,1654.0
8728d5ad5ffffff,1760,1760,1760.0
8728d522cffffff,2079,2079,2079.0
8728d53acffffff,1313,543,928.0
8728d5385ffffff,1737,1443,1590.0
8728f22ebffffff,1427,1427,1427.0
8728f22d0ffffff,738,738,738.0
8728d492dffffff,628,628,628.0
8728d4954ffffff,1565,1565,1565.0
8728d4958ffffff,1830,1815,1822.5
8728f37b2ffffff,534,534,534.0
8728f3493ffffff,1657,1657,1657.0
8728d4845ffffff,2047,2047,2047.0
8728d4ba4ffffff,1502,1502,1502.0
8728d4baaffffff,1661,1661,1661.0
8728d4aaeffffff,1237,1237,1237.0
8728f2296ffffff,2068,2068,2068.0
8728f2642ffffff,2052,2052,2052.0
8728f270bffffff,1702,1702,1702.0
8728d4d43ffffff,2223,2223,2223.0
8728d4c45ffffff,1943,1943,1943.0
8728d4af3ffffff,456,456,456.0
8728d5482ffffff,179,179,179.0
8728d4188ffffff,1737,1737,1737.0
8728d4398ffffff,1557,1557,1557.0
8728d476affffff,1554,1554,1554.0
8728d470bffffff,1902,1902,1902.0
8728d4080ffffff,1518,1518,1518.0
8728d47a6ffffff,838,838,838.0
8728d44e9ffffff,1949,1844,1896.5
8728d474bffffff,1800,1800,1800.0
8728d0981ffffff,1700,1700,1700.0
8728d0994ffffff,1033,1033,1033.0
8728d46ceffffff,1338,1338,1338.0
8728d4633ffffff,1883,1883,1883.0
8728d461effffff,2086,2086,2086.0
8728d468effffff,2091,2091,2091.0
8728d6a69ffffff,2086,2086,2086.0
87288db9effffff,357,357,357.0
8728ab78dffffff,1320,1320,1320.0
87288d101ffffff,301,301,301.0
87288d6ceffffff,334,334,334.0
87288ca20ffffff,1728,1728,1728.0
87288ca14ffffff,1620,1620,1620.0
87288c368ffffff,893,893,893.0
87288cc56ffffff,1740,1740,1740.0
87288c72bffffff,1089,1089,1089.0
87288c472ffffff,1434,1434,1434.0
87288c4c3ffffff,1613,1613,1613.0
872888b16ffffff,620,620,620.0
872889a95ffffff,915,915,915.0
8728898f0ffffff,667,667,667.0
872889c58ffffff,675,675,675.0
8728d44c0ffffff,1984,1984,1984.0
8728d44dcffffff,2032,2032,2032.0
8728d696cffffff,1938,1938,1938.0
8728d6800ffffff,575,575,575.0
8728d6b2bffffff,2510,2510,2510.0
8728d6b2affffff,2527,2527,2527.0
8728d6a74ffffff,2372,2367,2369.5
872888296ffffff,351,351,351.0
872888713ffffff,216,216,216.0
8728d521dffffff,2369,2369,2369.0
8728d52caffffff,1830,1830,1830.0
8728d1820ffffff,72,72,72.0
8728d1aeeffffff,416,416,416.0
8728d1a18ffffff,41,41,41.0
8728d1c75ffffff,69,69,69.0
8728d11b3ffffff,220,215,217.5
8728d135cffffff,157,157,157.0
8728d1351ffffff,136,136,136.0
8728d121cffffff,156,156,156.0
8728d1211ffffff,266,266,266.0
8728dc582ffffff,180,180,180.0
8728d10caffffff,213,213,213.0
8728de88dffffff,77,77,77.0
8728d0174ffffff,1479,1479,1479.0
8728d020affffff,1276,1276,1276.0
8728d08d6ffffff,1371,1371,1371.0
8728d002effffff,1554,1554,1554.0
8728d0070ffffff,1487,1487,1487.0
8728d0198ffffff,1977,1977,1977.0
8728d0c21ffffff,1665,1665,1665.0
8728d0c30ffffff,1907,1907,1907.0
8728d0c11ffffff,1812,1812,1812.0
8728d0ca8ffffff,2174,2174,2174.0
8728d0cd9ffffff,2359,2295,2327.0
8728d00e3ffffff,1018,1018,1018.0
8728d0731ffffff,1895,1895,1895.0
8728d0401ffffff,2223,2223,2223.0
8728d0791ffffff,2469,2250,2359.5
8728d04caffffff,2165,2165,2165.0
8728d14d5ffffff,943,941,942.0
8728d382cffffff,1531,1531,1531.0
8728d3a56ffffff,300,300,300.0
8728d3055ffffff,1729,1729,1729.0
8728d39a3ffffff,1896,1896,1896.0
8728d3c66ffffff,2067,2067,2067.0
8728d3d26ffffff,2255,2255,2255.0
8728d3c00ffffff,2315,2315,2315.0
8728d2a4dffffff,2225,2225,2225.0
8728d3da1ffffff,596,596,596.0
8728d3132ffffff,2178,2178,2178.0
8728d310cffffff,2235,2235,2235.0
8728d3c42ffffff,2401,2401,2401.0
8728d31b1ffffff,2006,2006,2006.0
8728de2adffffff,2075,2075,2075.0
8728de0ebffffff,1654,1654,1654.0
8728de768ffffff,331,251,291.0
8728de28cffffff,2321,2321,2321.0
8728de130ffffff,370,370,370.0
8728de1a8ffffff,451,451,451.0
8728de0b0ffffff,1801,1801,1801.0
8728decd4ffffff,1680,1680,1680.0
8728de65effffff,1992,1992,1992.0
8728de70cffffff,1830,1830,1830.0
8728de6a2ffffff,2487,2487,2487.0
8728da96bffffff,2297,2297,2297.0
8728da862ffffff,2561,2561,2561.0
8728da915ffffff,1871,1871,1871.0
8728da8a2ffffff,2010,2010,2010.0
8728da461ffffff,2340,2329,2334.5
8728de699ffffff,2380,2380,2380.0
8728dace8ffffff,2576,2576,2576.0
8728da463ffffff,1819,1819,1819.0
8728da556ffffff,2341,2341,2341.0
8728da416ffffff,2229,2209,2219.0
8712d2db1ffffff,2531,2531,2531.0
8728decb6ffffff,555,555,555.0
8728d3240ffffff,1390,1390,1390.0
8728d3211ffffff,1412,1412,1412.0
8728d376effffff,809,809,809.0
8728d3295ffffff,1529,1529,1529.0
8712d264effffff,2098,2098,2098.0
8728d30dcffffff,1907,1907,1907.0
8728d3721ffffff,1683,1683,1683.0
8728d3468ffffff,1914,1914,1914.0
8712d22a9ffffff,930,930,930.0
8712d66d6ffffff,2661,2661,2661.0
8728d6352ffffff,2061,2061,2061.0
8728d624bffffff,2473,2473,2473.0
8728d05aeffffff,2821,2671,2746.0
8728d6244ffffff,2345,2317,2331.0
8728d6254ffffff,2377,2377,2377.0
8728d629effffff,2385,2385,2385.0
8728d0592ffffff,341,341,341.0
8728d2b0effffff,2449,2449,2449.0
8728d2b31ffffff,2271,2271,2271.0
8728d290dffffff,2644,2644,2644.0
8728d2832ffffff,1407,1407,1407.0
8728d28ebffffff,2381,2381,2381.0
8728d6431ffffff,689,689,689.0
8728d6632ffffff,745,745,745.0
8728d2d71ffffff,1442,1442,1442.0
8728d2d55ffffff,1630,1630,1630.0
8728d2c6cffffff,1894,1894,1894.0
8728d2a76ffffff,2003,2003,2003.0
8728d2ae4ffffff,2261,2261,2261.0
8728d2a1effffff,2156,2156,2156.0
8728d2b85ffffff,2670,2670,2670.0
8728d28deffffff,1303,1303,1303.0
8728d2073ffffff,2575,2575,2575.0
8728d205cffffff,2292,2292,2292.0
8728d200bffffff,2379,2379,2379.0
8728d2351ffffff,2359,2359,2359.0
8728d2384ffffff,2413,2413,2413.0
8728d211dffffff,1273,1273,1273.0
8728d2c4dffffff,1907,1907,1907.0
8728d2185ffffff,2096,2096,2096.0
8728d21b3ffffff,2405,2405,2405.0
8728d2565ffffff,1955,1955,1955.0
8728d2cc3ffffff,1443,1443,1443.0
8728d250affffff,1568,1568,1568.0
8728d275dffffff,2600,2561,2585.3333333333335
8728d241dffffff,1308,1308,1308.0
8712da6a2ffffff,548,548,548.0
8712da730ffffff,560,560,560.0
8712da195ffffff,2061,2061,2061.0
8712da8dcffffff,1490,1451,1470.5
8712daa25ffffff,572,572,572.0
8728d25abffffff,861,861,861.0
8712da9b1ffffff,1673,1673,1673.0
8712de605ffffff,1703,1703,1703.0
8712de659ffffff,1516,1516,1516.0
8712da82dffffff,1808,1808,1808.0
8712da874ffffff,2141,2141,2141.0
8712da95effffff,2027,2027,2027.0
8712de24cffffff,1060,1060,1060.0
8728d3485ffffff,1923,1923,1923.0
8728d3481ffffff,1914,1914,1914.0
8712d3561ffffff,1442,1442,1442.0
8712d30a6ffffff,1644,1644,1644.0
8712d3285ffffff,1869,1869,1869.0
8712d32adffffff,2097,2097,2097.0
8712d3363ffffff,668,668,668.0
8712d0609ffffff,1727,1727,1727.0
8712d149dffffff,1557,1557,1557.0
8712d14ecffffff,1898,1898,1898.0
8712d1425ffffff,2028,2028,2028.0
8712d0362ffffff,1203,1203,1203.0
8712d1cecffffff,1759,1759,1759.0
8712dec69ffffff,1379,1379,1379.0
8712dec24ffffff,2144,2144,2144.0
8712dea92ffffff,2307,2307,2307.0
8712d1763ffffff,1410,1410,1410.0
8728812d1ffffff,2055,2055,2055.0
87288e900ffffff,2306,2291,2298.5
872881750ffffff,2743,2743,2743.0
87288162dffffff,2975,2821,2898.0
87288162bffffff,2980,2980,2980.0
872881642ffffff,2790,2617,2703.5
872881651ffffff,2552,2552,2552.0
87288179affffff,1853,1853,1853.0
87288ed8cffffff,1448,1448,1448.0
872888db1ffffff,1367,1367,1367.0
87288e362ffffff,1565,1565,1565.0
87288ea94ffffff,1157,1157,1157.0
87288e8ddffffff,1356,1356,1356.0
87288e3a8ffffff,1638,1638,1638.0
87288e285ffffff,1624,1624,1624.0
87288e475ffffff,1493,1493,1493.0
87288e6b4ffffff,711,711,711.0
872883b2effffff,2159,2159,2159.0
872883b35ffffff,2444,2444,2444.0
872883853ffffff,1740,1740,1740.0
872883145ffffff,2258,2258,2258.0
87288334effffff,1666,1666,1666.0
87288376cffffff,1967,1967,1967.0
872883d53ffffff,2018,2018,2018.0
872883db5ffffff,2659,2659,2659.0
87288226dffffff,2670,2670,2670.0
872883184ffffff,2579,2579,2579.0
872883720ffffff,2433,2433,2433.0
87288372cffffff,2551,2551,2551.0
87288350affffff,1299,1299,1299.0
87288351affffff,2076,2076,2076.0
872883420ffffff,2005,2005,2005.0
87289d811ffffff,878,878,878.0
8728836e5ffffff,1369,1369,1369.0
87288368affffff,1637,1637,1637.0
872883693ffffff,1840,1840,1840.0
87289d8b3ffffff,586,586,586.0
87289dd91ffffff,2075,2075,2075.0
87289da40ffffff,321,321,321.0
87288acdeffffff,1325,1325,1325.0
87288a560ffffff,1005,1005,1005.0
87288a52affffff,1137,1137,1137.0
87288a456ffffff,1257,1257,1257.0
8712db793ffffff,914,914,914.0
87288a6d4ffffff,927,927,927.0
872899b6bffffff,942,942,942.0
87288a69cffffff,1000,1000,1000.0
8712db235ffffff,766,766,766.0
87289d0c4ffffff,1155,1155,1155.0
87289d252ffffff,1124,1124,1124.0
87288a58affffff,1087,1087,1087.0
87289d74effffff,1371,1371,1371.0
87289998bffffff,1772,1772,1772.0
87289999affffff,2055,2055,2055.0
872899d0bffffff,1892,1892,1892.0
872898b49ffffff,2155,2155,2155.0
872899dadffffff,1912,1912,1912.0
872898a5dffffff,1922,1922,1922.0
87288a493ffffff,1384,1384,1384.0
872899b11ffffff,1423,1423,1423.0
872899108ffffff,1543,1543,1543.0
872899ac1ffffff,1232,1232,1232.0
87289905bffffff,1320,1320,1320.0
872899072ffffff,1884,1884,1884.0
872899050ffffff,1038,1038,1038.0
872899106ffffff,1614,1614,1614.0
872899c5affffff,1181,1181,1181.0
8728991b2ffffff,1607,1607,1607.0
872899ccbffffff,1638,1638,1638.0
872899c02ffffff,1566,1566,1566.0
872899c1affffff,1283,1283,1283.0
872899cf6ffffff,1577,1577,1577.0
872899c8effffff,1917,1917,1917.0
8728990b1ffffff,1846,1846,1846.0
872899734ffffff,1539,1539,1539.0
872899636ffffff,1588,1588,1588.0
87289c975ffffff,2279,2279,2279.0
872883484ffffff,1818,1818,1818.0
872883496ffffff,1675,1675,1675.0
87289c870ffffff,2487,2487,2487.0
87289c91affffff,2591,2591,2591.0
872891b61ffffff,2677,2677,2677.0
87289cd16ffffff,2295,2295,2295.0
87289c8c2ffffff,2358,2358,2358.0
87289c162ffffff,1646,1646,1646.0
87289c312ffffff,1613,1613,1613.0
87289c30bffffff,1686,1686,1686.0
87289c2c5ffffff,1996,1996,1996.0
87289c0b6ffffff,3025,3025,3025.0
87289eb6dffffff,1166,1166,1166.0
872891125ffffff,2381,2381,2381.0
872891101ffffff,2148,2148,2148.0
872891db5ffffff,2173,2173,2173.0
872891524ffffff,2228,2228,2228.0
87289156cffffff,3114,3062,3088.0
872891ccbffffff,3191,3191,3191.0
872891082ffffff,2207,2207,2207.0
872891705ffffff,2599,2599,2599.0
872891664ffffff,1999,1999,1999.0
87289e9b1ffffff,3041,3041,3041.0
87289ea35ffffff,2342,2342,2342.0
872893b0cffffff,2505,2505,2505.0
872893b49ffffff,2491,2491,2491.0
87289ec6bffffff,2662,2662,2662.0
87289d584ffffff,1992,1992,1992.0
87289d59bffffff,1990,1990,1990.0
8728988a0ffffff,1935,1935,1935.0
872898b11ffffff,2006,2006,2006.0
87289885affffff,1666,1666,1666.0
872898af0ffffff,2042,2042,2042.0
872898325ffffff,2188,2188,2188.0
872898156ffffff,1375,1375,1375.0
87289c6d0ffffff,2689,2490,2589.5
872898d53ffffff,2205,2205,2205.0
872898c92ffffff,1891,1891,1891.0
872898246ffffff,1627,1627,1627.0
8728980ddffffff,2040,2040,2040.0
87289879cffffff,1417,1417,1417.0
87289e00affffff,1731,1731,1731.0
87289e2dcffffff,1729,1729,1729.0
87289e45dffffff,2010,2010,2010.0
87289e4e4ffffff,2066,2066,2066.0
87289e780ffffff,2195,2195,2195.0
87289e654ffffff,2101,2101,2101.0
87289ab1cffffff,2433,2433,2433.0
87289aa1cffffff,2367,2367,2367.0
87289a16bffffff,2583,2583,2583.0
87289a025ffffff,2559,2559,2559.0
87289a322ffffff,2470,2470,2470.0
87289a335ffffff,2590,2590,2590.0
87289a228ffffff,1951,1951,1951.0
87289a05cffffff,2481,2481,2481.0
87289a015ffffff,2294,2294,2294.0
87289a01dffffff,1711,1711,1711.0
87289a0ddffffff,2451,2451,2451.0
87289ac59ffffff,2245,2245,2245.0
87289a081ffffff,2614,2614,2614.0
8712dbce2ffffff,797,797,797.0
8712dbca9ffffff,1091,1091,1091.0
8712dbcecffffff,739,739,739.0
8712dbd76ffffff,691,691,691.0
8712dbd49ffffff,1553,1553,1553.0
8712db90affffff,1320,1320,1320.0
8712dbb20ffffff,1384,1384,1384.0
8712d94a3ffffff,1391,1391,1391.0
8712d9582ffffff,944,944,944.0
8712d8473ffffff,1146,1146,1146.0
8712d875bffffff,1665,1665,1665.0
8712d80adffffff,1795,1795,1795.0
8712d8525ffffff,1115,1115,1115.0
8712d8cf2ffffff,1393,1393,1393.0
8712d8c18ffffff,2113,1855,1984.0
8712d81a6ffffff,927,927,927.0
8712d81a8ffffff,902,902,902.0
8712d8c72ffffff,937,937,937.0
8712d8233ffffff,1402,1402,1402.0
8712d8042ffffff,1930,1930,1930.0
8712d822bffffff,1238,1238,1238.0
8712d8a99ffffff,1675,1675,1675.0
8712d8172ffffff,954,954,954.0
8712d8a1dffffff,1896,1896,1896.0
8712dd4ddffffff,2163,2163,2163.0
87289929cffffff,1618,1618,1618.0
872899666ffffff,1894,1894,1894.0
8712d9789ffffff,1542,1542,1542.0
8712d945affffff,1274,1274,1274.0
8712d9773ffffff,2117,2117,2117.0
8712d90c3ffffff,1910,1910,1910.0
8712d90a1ffffff,2056,2056,2056.0
872899615ffffff,1628,1628,1628.0
8712d9250ffffff,1391,1391,1391.0
8712d9330ffffff,2208,2208,2208.0
8712d9ae0ffffff,1295,1295,1295.0
8712d9c81ffffff,2201,2201,2201.0
8712d91b4ffffff,1641,1641,1641.0
8712d8a44ffffff,1879,1879,1879.0
8712d8a64ffffff,1602,1602,1602.0
8712d8b60ffffff,2004,2004,2004.0
8712d98d6ffffff,1751,1751,1751.0
8712d981cffffff,1578,1578,1578.0
8712d9911ffffff,2309,2309,2309.0
8712dc6f5ffffff,2261,2261,2261.0
8712dc7a4ffffff,2469,2469,2469.0
8712dc093ffffff,2390,2390,2390.0
8712dc728ffffff,2337,2337,2337.0
8712dc0e4ffffff,2666,2603,2632.25
8712dc01affffff,2756,2756,2756.0
8712dc001ffffff,2645,2645,2645.0
8712d890affffff,2212,2212,2212.0
8712d8921ffffff,1885,1885,1885.0
8712dd598ffffff,2352,2352,2352.0
8712dc226ffffff,2362,2362,2362.0
8712dc363ffffff,2404,2182,2293.0
8712dc31dffffff,2342,2342,2342.0
8712dcadcffffff,2383,2383,2383.0
8712dc325ffffff,2444,2444,2444.0
8712dcad2ffffff,2554,2554,2554.0
8712dcaedffffff,2331,2331,2331.0
8712dc88cffffff,1784,1784,1784.0
8712dc98cffffff,2135,2135,2135.0
8712dc90cffffff,2249,2249,2249.0
8712c359effffff,2824,2824,2824.0
8712c3448ffffff,3084,2636,2860.0
8712dd08dffffff,2144,2144,2144.0
8712ddd0cffffff,2794,2794,2794.0
8712dd9aaffffff,2748,2748,2748.0
8712ddb55ffffff,1813,1813,1813.0
8712ce7b4ffffff,2575,2575,2575.0
8712ce459ffffff,2728,2657,2692.5
8712ce455ffffff,2417,2417,2417.0
8712c3601ffffff,3101,3101,3101.0
8712c30f6ffffff,3406,3393,3399.5
8712c3109ffffff,2716,2690,2705.3333333333335
8712cec92ffffff,2149,2149,2149.0
8712c3ac4ffffff,1905,1905,1905.0
8712c3ae1ffffff,2466,2466,2466.0
8712ced08ffffff,2720,2720,2720.0
8712c168affffff,2708,2708,2708.0
87289bb19ffffff,2036,2036,2036.0
87289bb85ffffff,1761,1761,1761.0
87289b106ffffff,962,962,962.0
87289b35dffffff,1257,1257,1257.0
87289b352ffffff,1993,1993,1993.0
