h3,road_complexity
8844c60b1dfffff,1
8844c654cdfffff,19
8844c60b6dfffff,1
8844c65489fffff,8
8844c654e9fffff,1
8844c654e3fffff,2
8844c60a03fffff,1
8844c60869fffff,2
8844c60819fffff,2
8844c60815fffff,1
8844c609c1fffff,4
8844c60b23fffff,1
8844c60b37fffff,1
8844c60951fffff,2
8844c60955fffff,1
8844c60901fffff,5
8844c64651fffff,21
8844c64619fffff,1
8844c64613fffff,2
8844c646d7fffff,1
8844c655c1fffff,2
8844c655c5fffff,10
8844c6558dfffff,2
8844c642b1fffff,4
8844c6403dfffff,2
8844c6476bfffff,1
8844c64711fffff,1
8844c64631fffff,6
8844c646adfffff,3
8844c64419fffff,1
8844c6455dfffff,1
8844c64085fffff,5
8844c640a5fffff,6
8844c640b1fffff,4
8844c6452bfffff,10
8844c64527fffff,4
8844c64e5bfffff,1
8844c64e1bfffff,10
8844c64e17fffff,7
8844c6098bfffff,2
8844c60993fffff,2
8844c60d29fffff,3
8844c67251fffff,4
8844c67237fffff,6
8844c646b9fffff,67
8844c67369fffff,2
8844c64497fffff,2
8844c67287fffff,2
8844c672e1fffff,25
8844c67293fffff,1
8844c67763fffff,1
8844c67083fffff,1
8844c67107fffff,1
8844c67adbfffff,2
8844c644e3fffff,1
8844c64587fffff,4
8844c644b7fffff,2
8844c64ed1fffff,7
8844c64ee1fffff,4
8844c64ea7fffff,10
8844c67a19fffff,2
8844c67a1bfffff,1
8844c67a2bfffff,4
8844c67a39fffff,1
8844c67a27fffff,1
8844c67ad5fffff,2
8844c6780bfffff,5
8844c64c91fffff,2
8844c67963fffff,2
8844c67837fffff,1
8844c67915fffff,2
8844c6793dfffff,5
8844c67931fffff,1
8844c679e1fffff,7
8844c6410dfffff,2
8844c641c7fffff,4
8844c64addfffff,5
8844c64a17fffff,4
8844c64aedfffff,6
8844c6485bfffff,3
8844c64a95fffff,2
8844c64f13fffff,5
8844c64f05fffff,3
8844c64f23fffff,20
8844c648c9fffff,5
8844c64817fffff,7
8844c64d4dfffff,1
8844c64895fffff,4
8844c64999fffff,1
8844d5b24dfffff,12
8844c64955fffff,1
8844d58747fffff,2
8844c64913fffff,9
8844c64903fffff,1
8844c64923fffff,1
8844d5b359fffff,5
8844d58699fffff,1
8844d584ebfffff,25
8844d584a9fffff,10
8844d585c1fffff,3
8844d585c7fffff,1
8844c64c69fffff,5
8844c64c05fffff,1
8844c64c21fffff,2
8844c64ce9fffff,2
8844c64ca1fffff,14
8844c64dd5fffff,7
8844c64d2bfffff,3
8844d5b2d5fffff,1
8844d5b28dfffff,4
8844d5b057fffff,5
8844d5b2a1fffff,19
8844d5b013fffff,3
8844d5b643fffff,2
8844d5b66dfffff,4
8844d5b75bfffff,2
8844d5b719fffff,1
8844d5b627fffff,5
8844d5b765fffff,12
8844d5b73dfffff,4
8844d5b72dfffff,7
8844d5b559fffff,11
8844d5b42dfffff,14
8844d5b307fffff,2
8844d5b06bfffff,2
8844d5b143fffff,5
8844d5b03bfffff,3
8844d5b155fffff,1
8844d5b157fffff,10
8844d5b107fffff,5
8844d584b7fffff,19
8844d5ba09fffff,1
8844d5ba07fffff,1
8844d5ba23fffff,1
8844d5b843fffff,3
8844d5b0adfffff,13
8844d5b0a1fffff,9
8844d5a249fffff,7
8844d5b1bbfffff,7
8844d5a261fffff,5
8844d5a23dfffff,13
8844d5a35dfffff,4
8844d5bab1fffff,2
8844d5b8ddfffff,19
8844d5b855fffff,1
8844d5b8d7fffff,2
8844d5b8b5fffff,4
8844d5b8a3fffff,1
8844d5aa49fffff,7
8844c09b41fffff,4
8844c09867fffff,1
8844c46c93fffff,2
8844c09961fffff,8
8844c0d651fffff,2
8844c46d8dfffff,1
8844c0d74bfffff,3
8844c0d6b9fffff,4
8844c08b45fffff,1
8844c0d617fffff,1
8844c0d6e9fffff,1
8844c0d6adfffff,1
8844c0d403fffff,1
8844c0d285fffff,1
8844c0d0d5fffff,1
8844c0d0bbfffff,2
8844c0d087fffff,2
8844c0d033fffff,1
8844c0d1d9fffff,1
8844c0c345fffff,1
8844c0d569fffff,1
8844c0d557fffff,3
8844c0d51dfffff,5
8844c0d587fffff,1
8844c0c2c3fffff,2
8844c0c2cbfffff,1
8844c0c205fffff,3
8844c0c003fffff,49
8844c0c001fffff,1
8844c08b53fffff,3
8844c0886dfffff,1
8844c08b33fffff,3
8844c08805fffff,2
8844c08815fffff,2
8844c08831fffff,10
8844c08833fffff,2
8844c0c66dfffff,1
8844c0c667fffff,10
8844c08935fffff,2
8844c088bdfffff,2
8844c089e3fffff,1
8844c01255fffff,1
8844c01263fffff,1
8844c0c6a9fffff,3
8844c0c6a1fffff,1
8844c0c75bfffff,5
8844c0c0ddfffff,7
8844c0c50dfffff,1
8844c0c18dfffff,6
8844c0ce59fffff,1
8844c0ce69fffff,1
8844c0ce25fffff,8
8844c0c43bfffff,1
8844c0c5d7fffff,1
8844c0c58bfffff,2
8844c01a69fffff,1
8844c0c5b7fffff,10
8844c0cee7fffff,14
8844c0ce27fffff,7
8844c0cc49fffff,2
8844c01589fffff,49
8844c015b9fffff,10
8844c0043bfffff,6
8844c004e1fffff,2
8844c004adfffff,3
8844c01023fffff,2
8844c01083fffff,3
8844c01081fffff,1
8844c0103bfffff,1
8844c01039fffff,1
8844c0106dfffff,1
8844c011c1fffff,1
8844c011d5fffff,1
8844c01ac1fffff,2
8844c01095fffff,1
8844c010b5fffff,1
8844c00211fffff,2
8844c00059fffff,3
8844c01abbfffff,2
8844c00331fffff,8
8844c00151fffff,1
8844c01a0dfffff,3
8844c01b0bfffff,5
8844c01857fffff,2
8844c0180bfffff,3
8844c0ccbbfffff,2
8844c056c1fffff,1
8844c018e1fffff,1
8844c00163fffff,2
8844c00a53fffff,2
8844c00a4dfffff,1
8844c00a69fffff,2
8844c00b49fffff,1
8844c019b7fffff,1
8844c0029bfffff,10
8844c002d7fffff,1
8844c00741fffff,1
8844c0054dfffff,3
8844c001ebfffff,3
8844c000abfffff,1
8844c00509fffff,9
8844c00421fffff,12
8844c00e59fffff,9
8844c00521fffff,30
8844c005b9fffff,2
8844c00e57fffff,5
8844c00e13fffff,1
8844c00f51fffff,1
8844c00e21fffff,9
8844c00ea7fffff,6
8844c00c03fffff,3
8844c00c17fffff,10
8844c00ae9fffff,3
8844c00aebfffff,4
8844c00a8dfffff,3
8844c00abdfffff,1
8844c00919fffff,2
8844c009d1fffff,2
8844c009adfffff,1
8844c00d29fffff,1
8844c009bbfffff,5
8844c07205fffff,1
8844c0730bfffff,1
8844c47569fffff,1
8844c46251fffff,1
8844c46727fffff,2
8844c6b713fffff,2
8844c465b9fffff,1
8844c09b5dfffff,3
8844c09a25fffff,47
8844c0984bfffff,12
8844c09b1bfffff,19
8844c09869fffff,8
8844c088d1fffff,7
8844c01259fffff,10
8844c08d01fffff,4
8844c08d07fffff,39
8844c01705fffff,1
8844c015c9fffff,1
8844c02d53fffff,1
8844c03b4bfffff,14
8844c03a67fffff,1
8844c03b0dfffff,56
8844c03801fffff,2
8844c03919fffff,1
8844c03903fffff,23
8844c07649fffff,1
8844c07669fffff,1
8844c039e1fffff,14
8844c02a63fffff,3
8844c039b1fffff,3
8844c03923fffff,2
8844c076d1fffff,2
8844c00d33fffff,3
8844c00db7fffff,1
8844c07715fffff,1
8844c07055fffff,1
8844c07003fffff,1
8844c0703bfffff,3
8844c070b5fffff,2
8844c071c3fffff,1
8844c0718bfffff,6
8844c0755dfffff,1
8844c07425fffff,2
8844c07501fffff,3
8844c074a9fffff,1
8844c070b7fffff,1
8844c06233fffff,4
8844c02a37fffff,18
8844c02841fffff,42
8844c02aa9fffff,1
8844c02803fffff,2
8844c02b03fffff,4
8844c02909fffff,1
8844c0296bfffff,2
8844c02947fffff,1
8844c06659fffff,3
8844c02953fffff,8
8844c02911fffff,8
8844c02907fffff,1
8844c02933fffff,1
8844c066ddfffff,18
8844c028c7fffff,1
8844c02891fffff,1
8844c3926bfffff,1
8844c39257fffff,1
8844c06697fffff,6
8844c3936bfffff,4
8844c3933dfffff,3
8844c39149fffff,10
8844c06633fffff,2
8844c060b9fffff,9
8844c06419fffff,1
8844c064cbfffff,2
8844c06431fffff,8
8844c064c7fffff,1
8844c06489fffff,1
8844c39a6bfffff,4
8844c065edfffff,1
8844c06ed9fffff,1
8844c06eedfffff,2
8844c06ecbfffff,1
8844c065a3fffff,2
8844c06e99fffff,6
8844c06eb1fffff,1
8844c39487fffff,1
8844c38647fffff,4
8844c3866bfffff,9
8844c392e9fffff,8
8844c02da7fffff,7
8844c3974bfffff,7
8844c3970dfffff,11
8844c39705fffff,2
8844c390d1fffff,18
8844c3906bfffff,13
8844c3911bfffff,1
8844c39037fffff,23
8844c391dbfffff,39
8844c391c7fffff,5
8844c39703fffff,1
8844c39715fffff,1
8844c39739fffff,5
8844c3955dfffff,5
8844c39551fffff,14
8844c3909bfffff,5
8844c39099fffff,10
8844c390b1fffff,1
8844c39429fffff,3
8844c3952bfffff,4
8844c395e5fffff,2
8844c38253fffff,1
8844c38059fffff,32
8844c38227fffff,3
8844c38047fffff,3
8844c39a09fffff,2
8844c39a35fffff,3
8844c39a99fffff,1
8844c39b17fffff,2
8844c39821fffff,1
8844c38341fffff,2
8844c39a97fffff,2
8844c3830dfffff,2
8844c38363fffff,1
8844c398d3fffff,1
8844c3815bfffff,1
8844c39897fffff,10
8844c3999bfffff,2
8844c399a3fffff,1
8844c395b3fffff,1
8844c395adfffff,12
8844c382dbfffff,1
8844c38283fffff,2
8844c38741fffff,3
8844c382a9fffff,3
8844c38013fffff,1
8844c3842bfffff,3
8844c38429fffff,4
8844c38425fffff,1
8844c3843bfffff,3
8844c38e59fffff,1
8844c38e37fffff,1
8844c385a7fffff,1
8844c38acbfffff,8
8844c38a11fffff,3
8844c38a87fffff,2
8844c38185fffff,1
8844c38f49fffff,2
8844c38abdfffff,1
8844c38841fffff,1
8844c38b17fffff,4
8844c38b3bfffff,2
8844c38f0bfffff,11
8844c38c45fffff,8
8844c3889bfffff,2
8844c38c37fffff,1
8844c0da1dfffff,2
8844c0dac1fffff,1
8844c0dabbfffff,17
8844c0d8cbfffff,1
8844c0d811fffff,1
8844c0d8d7fffff,1
8844c0d889fffff,1
8844c0c165fffff,3
8844c0c163fffff,77
8844c0ca13fffff,4
8844c0d993fffff,1
8844c0cb6bfffff,16
8844c0cb0dfffff,4
8844c63649fffff,5
8844c63645fffff,3
8844c63647fffff,4
8844c63655fffff,1
8844c63769fffff,2
8844c63519fffff,1
8844c63431fffff,2
8844c634d3fffff,2
8844c6270dfffff,2
8844c0c1e7fffff,79
8844c0cad9fffff,56
8844c0caddfffff,29
8844c0cacbfffff,5
8844c0cac3fffff,33
8844c0cad7fffff,60
8844c0c1a5fffff,27
8844c0c1a7fffff,30
8844c0caebfffff,37
8844c0cae1fffff,22
8844c0caa9fffff,40
8844c0cabdfffff,16
8844c0cf6bfffff,8
8844c0c8c7fffff,2
8844c0c889fffff,1
8844c0c951fffff,8
8844c0c8c5fffff,1
8844c0c8a1fffff,1
8844c0cc69fffff,2
8844c05251fffff,1
8844c0521bfffff,3
8844c05217fffff,1
8844c05007fffff,1
8844c0c9a5fffff,1
8844c624cdfffff,1
8844c62707fffff,1
8844c625e9fffff,1
8844c6248dfffff,1
8844c62497fffff,1
8844c624b9fffff,3
8844c05331fffff,1
8844c05065fffff,1
8844c0510dfffff,6
8844c625e3fffff,1
8844c62583fffff,1
8844c05b5bfffff,3
8844c05a27fffff,1
8844c631d1fffff,8
8844c6319dfffff,32
8844c6224dfffff,13
8844c63197fffff,45
8844c62269fffff,5
8844c631b5fffff,1
8844c62239fffff,2
8844c62315fffff,2
8844c63a95fffff,1
8844c63ab5fffff,3
8844c63803fffff,2
8844c6383bfffff,1
8844c62325fffff,2
8844c6232bfffff,1
8844c63883fffff,1
8844c622a7fffff,1
8844c62333fffff,5
8844c62001fffff,1
8844c62023fffff,3
8844c620d1fffff,1
8844c62141fffff,2
8844c62ac9fffff,2
8844c62ad1fffff,6
8844c676e9fffff,1
8844c676ebfffff,1
8844c6745bfffff,2
8844c67623fffff,2
8844c67681fffff,1
8844c62a05fffff,1
8844c62b03fffff,6
8844c629c9fffff,1
8844c62b2dfffff,1
8844c675d7fffff,1
8844c66659fffff,4
8844c66655fffff,1
8844c62967fffff,3
8844c62931fffff,6
8844c62e6bfffff,2
8844c62e2bfffff,2
8844c628c3fffff,1
8844c62f29fffff,1
8844c62c6bfffff,3
8844c62d57fffff,2
8844c62e91fffff,3
8844c62e8bfffff,1
8844c62d13fffff,2
8844c292d9fffff,4
8844c62ca7fffff,2
8844c29647fffff,23
8844c29645fffff,4
8844c62dabfffff,1
8844c29763fffff,1
8844c629dbfffff,1
8844c628a9fffff,2
8844c2920bfffff,2
8844c29267fffff,8
8844c2923dfffff,2
8844c29225fffff,9
8844c666d5fffff,1
8844c666e7fffff,1
8844c666adfffff,1
8844c29313fffff,7
8844c29007fffff,2
8844c290d5fffff,1
8844c29011fffff,3
8844c2913dfffff,1
8844c29123fffff,1
8844c291c7fffff,1
8844c2918dfffff,1
8844c29185fffff,1
8844c0cd81fffff,1
8844c0529dfffff,1
8844c05701fffff,1
8844c0554bfffff,4
8844c052b1fffff,17
8844c04243fffff,3
8844c05513fffff,1
8844c0401bfffff,7
8844c051c5fffff,2
8844c05a91fffff,7
8844c0434dfffff,10
8844c04309fffff,3
8844c0580dfffff,12
8844c0582dfffff,1
8844c05803fffff,1
8844c0582bfffff,2
8844c058ebfffff,1
8844c058a3fffff,7
8844c058a5fffff,3
8844c04303fffff,3
8844c0415bfffff,3
8844c0411dfffff,1
8844c041c7fffff,2
8844c05897fffff,1
8844c058b3fffff,1
8844c04129fffff,3
8844c04127fffff,1
8844c04a1bfffff,2
8844c04a33fffff,1
8844c04655fffff,1
8844c04645fffff,2
8844c04719fffff,2
8844c04613fffff,1
8844c046ebfffff,1
8844c046abfffff,4
8844c04439fffff,1
8844c04767fffff,3
8844c04731fffff,2
8844c040d1fffff,5
8844c04513fffff,4
8844c04529fffff,40
8844c0450bfffff,5
8844c0452bfffff,53
8844c04499fffff,3
8844c0714dfffff,1
8844c07143fffff,1
8844c07155fffff,3
8844c044b5fffff,4
8844c07a55fffff,4
8844c07a0bfffff,7
8844c04437fffff,7
8844c045c9fffff,6
8844c045adfffff,7
8844c045b1fffff,3
8844c040a3fffff,3
8844c04e47fffff,8
8844c041a3fffff,1
8844c04e3dfffff,3
8844c04e2bfffff,1
8844c04e37fffff,2
8844c04a93fffff,5
8844c04aabfffff,1
8844c04aa7fffff,1
8844c0481bfffff,2
8844c04ab1fffff,1
8844c0488dfffff,1
8844c04ec7fffff,16
8844c04c03fffff,18
8844c04c95fffff,3
8844c04cebfffff,1
8844c04c65fffff,8
8844c04dc9fffff,4
8844c04dc1fffff,2
8844c04dcdfffff,1
8844c04d89fffff,5
8844c04da5fffff,4
8844c0590bfffff,2
8844c05901fffff,1
8844c05915fffff,4
8844c29703fffff,3
8844c29463fffff,1
8844c04b59fffff,2
8844c04b29fffff,1
8844c04865fffff,1
8844c294c7fffff,3
8844c295b9fffff,1
8844c04967fffff,3
8844c28619fffff,1
8844c2826bfffff,1
8844c28349fffff,2
8844c291a7fffff,3
8844c2804bfffff,2
8844c282c3fffff,1
8844c28731fffff,27
8844c28055fffff,1
8844c2801dfffff,5
8844c280b7fffff,2
8844c28181fffff,7
8844c28187fffff,4
8844c281b1fffff,1
8844c04839fffff,7
8844c048b5fffff,1
8844c2b255fffff,2
8844c049a7fffff,1
8844c2868bfffff,1
8844c2863bfffff,9
8844c2845bfffff,7
8844c2869dfffff,1
8844c2b329fffff,2
8844c284c7fffff,2
8844c284d5fffff,3
8844c2b315fffff,12
8844c2b049fffff,1
8844c2b317fffff,2
8844c2b2e1fffff,1
8844c2b33dfffff,1
8844c284bbfffff,4
8844c2b167fffff,2
8844c2842bfffff,2
8844c28439fffff,5
8844c28521fffff,2
8844c28435fffff,3
8844c28587fffff,4
8844c28e0bfffff,2
8844c28e3bfffff,1
8844c28597fffff,2
8844c28e97fffff,3
8844c2b84bfffff,7
8844c28c9dfffff,1
8844c28c81fffff,5
8844c28ca9fffff,1
8844c21645fffff,2
8844c21651fffff,1
8844c2161dfffff,3
8844c670b1fffff,1
8844c6756dfffff,1
8844c675c5fffff,2
8844c662d9fffff,1
8844c66287fffff,1
8844c66205fffff,1
8844c66357fffff,1
8844c66341fffff,3
8844c662abfffff,5
8844c66019fffff,2
8844c675a3fffff,1
8844c66291fffff,4
8844c660b1fffff,2
8844c660b5fffff,4
8844c66e43fffff,1
8844c66e67fffff,13
8844c66149fffff,10
8844c66145fffff,17
8844c66157fffff,14
8844c66167fffff,13
8844c6798bfffff,2
8844c679a3fffff,2
8844c66a2dfffff,3
8844c66b01fffff,4
8844c66a85fffff,2
8844c668c9fffff,1
8844c66f21fffff,1
8844c66811fffff,4
8844c66839fffff,9
8844c6683dfffff,2
8844c66913fffff,1
8844c669d3fffff,2
8844c66439fffff,2
8844c665c9fffff,1
8844c29a49fffff,3
8844c66e1bfffff,1
8844c66ec5fffff,2
8844c66ee5fffff,20
8844c66c5dfffff,2
8844c66e81fffff,6
8844c66e85fffff,1
8844c66eb1fffff,2
8844c66eb7fffff,3
8844c66cc1fffff,1
8844c66ccdfffff,2
8844c29a6bfffff,5
8844c29a19fffff,1
8844c29a15fffff,2
8844c29b13fffff,1
8844c29841fffff,3
8844c29803fffff,5
8844c66c93fffff,3
8844c66cb5fffff,1
8844c66f11fffff,1
8844c66dd9fffff,1
8844c66d13fffff,1
8844c66dedfffff,1
8844c66de1fffff,1
8844c668b1fffff,4
8844c2d255fffff,2
8844c2d21dfffff,2
8844c2d261fffff,8
8844c2d051fffff,1
8844c66dbbfffff,1
8844c2d753fffff,2
8844c2d719fffff,2
8844c2d71bfffff,1
8844c2d441fffff,1
8844c2d73bfffff,2
8844c2d091fffff,1
8844c2d737fffff,1
8844c2d083fffff,2
8844c2d0a3fffff,2
8844c2c25bfffff,1
8844d5b695fffff,1
8844d5b5ddfffff,21
8844d5b5d3fffff,33
8844d5b5d1fffff,15
8844d5b4dbfffff,3
8844c66b2dfffff,8
8844d5b491fffff,11
8844d5b485fffff,30
8844d5b487fffff,10
8844d5a641fffff,32
8844d5a2d1fffff,17
8844d5a281fffff,15
8844d5b58bfffff,6
8844c66921fffff,7
8844d5a611fffff,2
8844d5a6e3fffff,6
8844d5a23bfffff,2
8844d5a233fffff,6
8844d5a059fffff,1
8844d5a041fffff,2
8844d5a001fffff,7
8844d5a081fffff,10
8844d5a0edfffff,17
8844d5a037fffff,29
8844d5a0adfffff,2
8844d5a1d5fffff,4
8844d5a337fffff,5
8844d5a103fffff,2
8844d5aa5bfffff,6
8844d5aa19fffff,7
8844d5aa9bfffff,1
8844d5aae9fffff,7
8844d5aa85fffff,1
8844d5aabdfffff,1
8844d5ae4bfffff,16
8844d5ae2dfffff,1
8844d5a527fffff,9
8844d5aed5fffff,7
8844d5ae39fffff,18
8844d5aee5fffff,14
8844d5ac51fffff,2
8844d5ac0bfffff,13
8844d5af67fffff,2
8844d5af11fffff,4
8844d5af15fffff,3
8844c2d309fffff,1
8844c2d311fffff,5
8844c2d337fffff,4
8844d5a4e3fffff,4
8844d5a4a5fffff,11
8844d5a59bfffff,4
8844c2db17fffff,2
8844c2d86dfffff,3
8844c2d1e9fffff,1
8844c2d133fffff,3
8844c2dad9fffff,1
8844c2da9dfffff,2
8844c2da97fffff,8
8844c2c309fffff,2
8844c2c301fffff,2
8844c2d86bfffff,5
8844c2d80dfffff,1
8844c2d823fffff,1
8844c2d881fffff,1
8844d5ae9dfffff,9
8844d5acc3fffff,1
8844c2db07fffff,2
8844d5ade7fffff,3
8844d5aca3fffff,4
8844d5364dfffff,1
8844c2d91bfffff,5
8844c2d903fffff,6
8844c2d93dfffff,1
8844c2d935fffff,1
8844d5361bfffff,3
8844c2d9a9fffff,1
8844d536b9fffff,1
8844d53603fffff,2
8844d53753fffff,1
8844d5343bfffff,3
8844c29881fffff,1
8844c2983bfffff,1
8844c28a0bfffff,3
8844c299abfffff,2
8844c28107fffff,1
8844c28ac3fffff,21
8844c28a3dfffff,1
8844c288c9fffff,1
8844c288cbfffff,1
8844c28855fffff,1
8844c289e9fffff,2
8844c28981fffff,3
8844c2d467fffff,2
8844c2d435fffff,4
8844c2c2cdfffff,1
8844c2c283fffff,1
8844c2c661fffff,2
8844c28935fffff,2
8844c2c6c9fffff,2
8844c2c613fffff,1
8844c2c6a9fffff,1
8844c2c41dfffff,2
8844c2c72bfffff,31
8844c2c725fffff,37
8844c2c099fffff,39
8844c2c541fffff,8
8844c28d63fffff,1
8844c21341fffff,3
8844c2134bfffff,1
8844c21229fffff,3
8844c21045fffff,3
8844c28dc1fffff,1
8844c212b5fffff,1
8844c211c3fffff,1
8844c21091fffff,5
8844c21307fffff,4
8844c21a51fffff,3
8844c2c5e9fffff,8
8844c2c531fffff,1
8844c21a09fffff,2
8844c2c5b1fffff,2
8844c21103fffff,1
8844c211ebfffff,1
8844c21b39fffff,1
8844c2c043fffff,3
8844c2c303fffff,3
8844c2c0cdfffff,3
8844c2c14dfffff,1
8844c2ce69fffff,2
8844c2cecdfffff,1
8844c2cc41fffff,1
8844c2caa5fffff,2
8844c2c8cdfffff,2
8844c2c89dfffff,1
8844c2c893fffff,1
8844c2ca6dfffff,1
8844c2cb4bfffff,2
8844c2cb5dfffff,4
8844c2cb55fffff,6
8844c2c809fffff,2
8844d53493fffff,28
8844d53489fffff,1
8844d53485fffff,4
8844d5359bfffff,1
8844d52669fffff,3
8844c2c807fffff,1
8844c2c83dfffff,1
8844c2c8edfffff,1
8844c2c9cbfffff,3
8844c2c9c5fffff,3
8844c2c933fffff,1
8844c2c8a9fffff,1
8844c2c8bdfffff,1
8844c2c99bfffff,1
8844c2525dfffff,2
8844c25245fffff,3
8844c25263fffff,1
8844c2c935fffff,1
8844d526cbfffff,6
8844d526c1fffff,1
8844d526d9fffff,1
8844c2cc19fffff,2
8844c2cc8bfffff,2
8844c2cce3fffff,2
8844c2cd39fffff,1
8844c2cdedfffff,5
8844c252d1fffff,2
8844c25299fffff,2
8844c25639fffff,3
8844c25617fffff,2
8844c25669fffff,1
8844c25627fffff,1
8844c25731fffff,2
8844c25449fffff,1
8844c252e9fffff,1
8844d524b5fffff,3
8844c25105fffff,1
8844c251c3fffff,1
8844c25a8dfffff,1
8844c2508bfffff,1
8844c24347fffff,1
8844c24333fffff,1
8844c07addfffff,3
8844c07125fffff,3
8844c07ac5fffff,1
8844c079d9fffff,1
8844c07919fffff,8
8844c079ebfffff,3
8844c078d7fffff,1
8844c07893fffff,2
8844c2b6dbfffff,3
8844c2b63dfffff,1
8844c2b6c7fffff,1
8844c2b727fffff,1
8844c2b713fffff,1
8844c2b46bfffff,2
8844c2b409fffff,2
8844c2b41dfffff,1
8844c2b4c7fffff,1
8844c2b587fffff,2
8844c2a66dfffff,1
8844c061cbfffff,1
8844c061e7fffff,7
8844c06acbfffff,4
8844c06ae5fffff,1
8844c06aadfffff,6
8844c068a3fffff,2
8844c06f15fffff,1
8844c06dc1fffff,1
8844c06ce5fffff,1
8844c06dc3fffff,2
8844c3d211fffff,27
8844c3d215fffff,5
8844c3d2cdfffff,5
8844c3d2edfffff,4
8844c3d2c3fffff,1
8844c06957fffff,1
8844c069c1fffff,1
8844c0692dfffff,1
8844c069ddfffff,1
8844c3d349fffff,2
8844c2a697fffff,1
8844c2a41bfffff,3
8844c2a41dfffff,3
8844c3d261fffff,1
8844c3d153fffff,17
8844c2a591fffff,2
8844c3d145fffff,2
8844c3d139fffff,2
8844c3dacdfffff,6
8844c2b099fffff,2
8844c2b527fffff,2
8844c2a26bfffff,3
8844c2a22bfffff,2
8844c2b1b3fffff,1
8844c2babbfffff,3
8844c2a31bfffff,2
8844c2b537fffff,3
8844c2a2e9fffff,1
8844c2a059fffff,2
8844c2a2b7fffff,1
8844c2a0c3fffff,1
8844c2a0e1fffff,26
8844c2a117fffff,2
8844c2a1d9fffff,1
8844c2b8ebfffff,3
8844c2b831fffff,1
8844c2b9dbfffff,4
8844c2b88bfffff,1
8844c2aa65fffff,4
8844c21639fffff,2
8844c2ab4bfffff,2
8844c216a7fffff,3
8844c2a163fffff,1
8844c2aacdfffff,1
8844c2aa07fffff,10
8844c2aa03fffff,1
8844c2aa23fffff,1
8844c2aab9fffff,7
8844c2ab07fffff,1
8844c2a953fffff,1
8844c2a915fffff,2
8844c206c3fffff,2
8844c2a731fffff,4
8844c2a46dfffff,2
8844c2a569fffff,1
8844c2a557fffff,1
8844c2ae47fffff,3
8844c2ae09fffff,1
8844c2ac57fffff,1
8844c2ac2bfffff,4
8844c3da61fffff,2
8844c2ae93fffff,6
8844c3db5bfffff,2
8844c3db59fffff,2
8844c3d845fffff,2
8844c2acc9fffff,1
8844c2ac1dfffff,1
8844c2ac27fffff,4
8844c2adc1fffff,7
8844c2ac99fffff,3
8844c23665fffff,1
8844c2a8d1fffff,2
8844c2a8c5fffff,2
8844c2a8b3fffff,1
8844c23251fffff,4
8844c23245fffff,1
8844c2331bfffff,3
8844c2328dfffff,2
8844c2ada5fffff,1
8844c232a1fffff,1
8844c232a5fffff,2
8844c23189fffff,1
8844c23185fffff,2
8844c23183fffff,3
8844c23187fffff,10
8844c231bdfffff,5
8844c3d659fffff,1
8844c06dbdfffff,1
8844c3d637fffff,1
8844c3d46bfffff,2
8844c3d54dfffff,1
8844c3d6e1fffff,1
8844c3d413fffff,2
8844c38b6dfffff,4
8844c38b23fffff,4
8844c3d5cbfffff,2
8844c3d5c9fffff,1
8844c3d5abfffff,2
8844c3d031fffff,1
8844c3d0edfffff,5
8844c3d0ebfffff,1
8844c3d1c5fffff,4
8844c3c251fffff,2
8844c3c245fffff,1
8844c3d19bfffff,1
8844c3c22dfffff,4
8844c3d1e7fffff,2
8844c3daa1fffff,10
8844c3c341fffff,7
8844c3d881fffff,5
8844c3c057fffff,1
8844c3c033fffff,2
8844c3c339fffff,1
8844c3c119fffff,1
8844c3c133fffff,3
8844c3c6c3fffff,1
8844c3c69dfffff,1
8844c3d5b3fffff,1
8844c3c759fffff,1
8844c3c753fffff,8
8844c3c621fffff,2
8844c3c627fffff,1
8844c3c715fffff,8
8844c3c703fffff,2
8844c3c735fffff,2
8844c3c409fffff,1
8844c3c55bfffff,2
8844c3c423fffff,1
8844c3136dfffff,1
8844c31225fffff,1
8844c31147fffff,2
8844c31a61fffff,2
8844c31a21fffff,2
8844c3c0d3fffff,1
8844c3c547fffff,1
8844c3ce1bfffff,1
8844c3cf4bfffff,1
8844c3ce65fffff,1
8844c3ce67fffff,1
8844c3cf57fffff,1
8844c3ce25fffff,1
8844c3ce93fffff,5
8844c31b11fffff,6
8844c3cc3dfffff,2
8844c3cc63fffff,1
8844c3cce1fffff,4
8844c3cdd9fffff,4
8844c3cd87fffff,1
8844c3cdbdfffff,1
8844c3d819fffff,1
8844c3d9dbfffff,14
8844c3d8a1fffff,3
8844c23615fffff,1
8844c2344bfffff,3
8844c236d9fffff,5
8844c236ddfffff,9
8844c3d9a5fffff,1
8844c2369bfffff,2
8844c2345bfffff,2
8844c234e9fffff,15
8844c3c861fffff,1
8844c3cb41fffff,3
8844c3cb0dfffff,11
8844c3cb67fffff,26
8844c234d3fffff,1
8844c3c943fffff,1
8844c3c827fffff,3
8844c3c905fffff,1
8844c23717fffff,4
8844c23725fffff,3
8844c23429fffff,4
8844c235c1fffff,1
8844c235c7fffff,2
8844c2351bfffff,1
8844c23513fffff,3
8844c2353bfffff,2
8844c222ddfffff,45
8844c230b3fffff,12
8844c2225bfffff,1
8844c22257fffff,1
8844c22245fffff,7
8844c22209fffff,2
