h3,road_complexity
882ad62d45fffff,11
882ad62f21fffff,7
882ad62f25fffff,64
882ad62807fffff,40
882ad62a83fffff,7
882ad62f1bfffff,10
882ad62f5bfffff,2
882ad621d5fffff,2
882ad66711fffff,21
882ad66615fffff,8
882ad638a1fffff,46
882ad62ac9fffff,3
882ad62115fffff,2
882ad6211bfffff,4
882ad6216bfffff,39
882ad63859fffff,4
882ad63a1dfffff,4
8844d802b9fffff,5
8844d80709fffff,6
8844d802b7fffff,4
8844d800c5fffff,18
8844d800ebfffff,13
8844d8003bfffff,16
8844d801d1fffff,26
8844d80189fffff,6
8844d800b7fffff,1
8844d80f5dfffff,56
8844d809ebfffff,6
8844d80985fffff,17
8844d80991fffff,17
8844d809b5fffff,20
8844da8683fffff,40
8844dab363fffff,28
8844da9433fffff,77
8844da82d9fffff,57
8844da8649fffff,32
8844da864dfffff,58
8844da865dfffff,49
8844da8669fffff,65
8844da95b7fffff,31
8844da8751fffff,51
8844da82d5fffff,25
8844da829dfffff,28
8844da8053fffff,116
8844da8013fffff,61
8844da854bfffff,18
8844da80b9fffff,18
8844da86a5fffff,32
8844da86bbfffff,31
8844da8467fffff,40
8844da8425fffff,56
8844da8313fffff,119
8844da8061fffff,4
8844da814dfffff,31
8844da8151fffff,70
8844da81cdfffff,19
8844da81c5fffff,17
8844da81e9fffff,241
8844da8115fffff,22
8844da813bfffff,21
8844da80a9fffff,53
8844da8e5dfffff,34
8844da8e55fffff,52
8844da8e41fffff,19
8844da81b1fffff,18
8844da8adbfffff,17
8844da8ad7fffff,6
8844da8ab9fffff,17
8844da8a33fffff,64
8844da8abdfffff,13
8844da8aa7fffff,3
8844da881bfffff,35
8844da8a97fffff,35
8844da8f57fffff,2
8844da8f03fffff,100
8844da88c1fffff,1
8844da8e85fffff,50
882ad26a87fffff,160
882ad26931fffff,2
882ad26901fffff,14
882ad26959fffff,2
882ad26e19fffff,1
882ad26e55fffff,6
882ad261a1fffff,39
882ad26707fffff,32
882ad26761fffff,16
882ad26133fffff,48
882ad261c1fffff,177
882ad26107fffff,92
882ad26035fffff,55
882ad26031fffff,58
882ad26029fffff,4
882ad2602bfffff,2
882ad26145fffff,38
882ad355a5fffff,31
882ad355b9fffff,2
882ad355e5fffff,74
882ad355c9fffff,36
882ad35421fffff,27
882ad35463fffff,49
882ad35559fffff,12
882ad35735fffff,5
882ad35087fffff,3
882ad350e1fffff,3
882ad350ebfffff,1
882ad35153fffff,4
882ad356b7fffff,26
882ad356cbfffff,3
882ad31925fffff,9
882ad35653fffff,13
882ad319d9fffff,19
882ad629a1fffff,38
882ad62937fffff,25
882ad666dbfffff,21
882ad6293bfffff,132
882ad62983fffff,21
882ad6298dfffff,16
882ad629d5fffff,17
882ad62913fffff,138
8844dd14a7fffff,37
8844dd0661fffff,9
8844dd15b5fffff,8
8844dd0213fffff,17
8844dd02edfffff,15
8844dd02a9fffff,17
8844dd02a1fffff,31
8844dd00cdfffff,6
8844ddaaa5fffff,1
8844dda9c3fffff,6
8844dda8e7fffff,2
8844dd0651fffff,3
8844dda93dfffff,8
8844dda935fffff,11
8844dd06ebfffff,14
8844dda9e7fffff,8
8844dd06d7fffff,10
8844ddad2dfffff,2
8844dda8bdfffff,2
8844dd3203fffff,18
8844dd3219fffff,2
8844dd305dfffff,18
8844dd326dfffff,2
8844dd3339fffff,21
8844dd3149fffff,10
8844dd3047fffff,14
8844dd3313fffff,2
8844dd3153fffff,98
8844dd0629fffff,36
8844dd045dfffff,4
8844dd044dfffff,2
8844dd046bfffff,2
8844dd05cbfffff,1
8844dd0097fffff,3
8844dd00b5fffff,16
8844dd0e55fffff,7
8844dd0501fffff,22
8844dd0e15fffff,8
8844dd0591fffff,1
8844dd3125fffff,30
8844dd3a13fffff,7
8844dd0e83fffff,17
8844dd0e87fffff,13
8844dd01ddfffff,22
8844dd0133fffff,14
8844dd01e7fffff,32
8844dd0addfffff,37
8844dd0a55fffff,10
8844dd0a39fffff,18
8844dd0e6bfffff,7
8844dd0f49fffff,12
8844dd0c51fffff,5
8844dd0ccdfffff,1
8844dd0ce9fffff,3
8844dd0d11fffff,15
8844dd0dedfffff,7
8844ddd9c7fffff,7
8844dc36d5fffff,5
8844dc3699fffff,1
8844dc3683fffff,5
8844ddcb53fffff,2
8844dc3413fffff,11
8844dc35c9fffff,2
8844dc35cdfffff,2
8844dc3489fffff,10
8844dc34e1fffff,3
8844dc3437fffff,2
8844dc3581fffff,31
8844ddc84dfffff,13
8844ddc821fffff,21
8844ddcb23fffff,11
8844ddc839fffff,10
8844ddc831fffff,9
8844ddc8edfffff,21
8844ddc9c3fffff,31
8844ddc989fffff,29
8844ddc9cdfffff,2
8844dc3497fffff,3
8844ddc96dfffff,3
8844dc2643fffff,7
8844dc26c7fffff,4
8844dc268bfffff,3
8844ce506dfffff,3
8844ce51cbfffff,5
8844ce5199fffff,14
8844ce426bfffff,2
8844ce4e49fffff,1
8844ce4e3bfffff,3
8844ce4ee7fffff,5
8844ce4c5bfffff,2
8844dd84d7fffff,35
8844dd849dfffff,10
8844ddb169fffff,10
8844ddba5dfffff,14
8844ddba0dfffff,44
8844ce7b25fffff,14
8844ce7935fffff,1
8844ddb691fffff,1
8844ce6b07fffff,22
8844ce6865fffff,8
8844dca115fffff,631
8844dca12bfffff,31
8844dcaa13fffff,2
8844dca011fffff,7
8844dca0e9fffff,9
8844dca037fffff,34
8844dca1c9fffff,47
8844dca1c5fffff,129
8844dca08bfffff,3
8844dca561fffff,2
8844dcae5dfffff,6
8844dcae4dfffff,4
8844dca1edfffff,84
8844dca1e5fffff,45
8844dcaaddfffff,88
8844dd9909fffff,3
8844dd991dfffff,26
8844dd9937fffff,74
8844ddd685fffff,167
8844ddd6adfffff,37
8844ddd6a1fffff,29
8844dd9993fffff,36
8844dd99b5fffff,60
8844dd8b45fffff,26
8844dd8b51fffff,39
8844dd8b01fffff,36
8844ddd6b7fffff,103
8844dd886bfffff,12
8844dd8863fffff,26
8844dd882dfffff,24
8844dd896bfffff,14
8844dd8701fffff,75
8844dd8723fffff,45
8844dd80d3fffff,34
8844dd8095fffff,5
8844dd81d3fffff,52
8844dd8e6dfffff,499
8844dd81b5fffff,90
8844dd81b7fffff,133
8844dd81a3fffff,15
8844dd8f51fffff,235
8844dd8f57fffff,35
8844dd8aa7fffff,3
8844dd8aa5fffff,4
8844dd8857fffff,6
8844dd8813fffff,8
8844dd8f6bfffff,41
8844dd8d41fffff,32
8844dd8891fffff,26
8844ddc503fffff,32
8844ddc529fffff,14
8844ddc523fffff,30
8844ddc525fffff,17
8844dd1323fffff,12
8844dd116bfffff,37
8844ddc4a7fffff,27
8844dd1105fffff,64
8844dd11e9fffff,27
8844dd11ebfffff,23
8844ddc5bdfffff,28
8844dd1b59fffff,8
8844ddce9bfffff,18
8844dd1b45fffff,14
8844dd1b69fffff,36
8844dd1b05fffff,41
8844dd1b21fffff,14
8844dd1a05fffff,16
8844dd1859fffff,25
8844dd1809fffff,26
8844dd1b39fffff,29
8844dd1b35fffff,12
8844dd1829fffff,21
8844ddce6bfffff,7
8844ddce21fffff,17
8844ddc883fffff,11
8844ddcd69fffff,10
8844ddcd67fffff,17
8844ddcd21fffff,49
8844dd525bfffff,16
8844dd52cbfffff,47
8844dd52c9fffff,49
8844ddccd5fffff,5
8844ddcdd9fffff,74
8844dd192bfffff,66
8844dd564dfffff,14
8844dd5651fffff,46
8844ddcdabfffff,32
8844dd52d7fffff,33
8844dd5283fffff,54
8844dd52b3fffff,21
8844dd5661fffff,109
8844dd575dfffff,185
8844dd5751fffff,25
8844dd5625fffff,45
8844dd5703fffff,114
8844dd50d3fffff,34
8844dd5723fffff,134
8844ddb80dfffff,10
8844ddb869fffff,17
8844dd140dfffff,13
8844dd153dfffff,76
8844dd1081fffff,50
8844dd1083fffff,19
8844dd11c3fffff,33
8844dd1529fffff,123
8844dd152dfffff,57
8844dd021dfffff,22
8844dd0267fffff,20
8844dd1423fffff,29
8844dd1581fffff,1
8844dd0cc3fffff,75
8844dd3b51fffff,4
8844dd396bfffff,10
8844dd18d9fffff,50
8844dd0361fffff,4
8844dd0303fffff,15
8844dd1889fffff,43
8844dd1803fffff,28
8844dd1991fffff,30
8844dd0069fffff,17
8844dd0337fffff,10
8844dd0005fffff,8
8844dd0109fffff,14
8844dd0163fffff,25
8844dd0115fffff,55
8844dd0131fffff,38
8844dd0b1bfffff,83
8844dd0869fffff,236
8844dd0aa9fffff,70
8844dd0abbfffff,14
8844dd08c9fffff,37
8844dd083dfffff,284
8844dd1931fffff,292
8844dd5611fffff,188
8844dd19a1fffff,101
8844dd56bbfffff,161
8844dd0b43fffff,67
8844dd54d1fffff,97
8844dd540bfffff,388
8844dd5463fffff,351
8844dd5429fffff,223
8844dd5737fffff,141
8844dd5559fffff,321
8844dd54edfffff,95
8844dd5423fffff,104
8844dd55d1fffff,66
8844dd55e9fffff,168
8844dd5585fffff,55
8844dd55adfffff,72
8844dd54d3fffff,52
8844dd5493fffff,31
8844dd54b1fffff,46
8844dd0961fffff,45
8844dd0829fffff,41
8844dd0951fffff,70
8844dd0933fffff,26
8844dd54b5fffff,55
8844dd4663fffff,23
8844dd461bfffff,39
8844dd471bfffff,43
8844dd4715fffff,121
8844dd0d4dfffff,73
8844dd0d41fffff,62
8844dd7259fffff,36
8844dd0de3fffff,4
8844dd72edfffff,58
8844dd72a9fffff,18
8844dd70cbfffff,170
8844dd72b7fffff,78
8844dd72b3fffff,1
8844dd09ddfffff,26
8844dd09a9fffff,52
8844dd46b1fffff,120
8844dd4457fffff,28
8844dd7145fffff,21
8844dd4591fffff,45
8844dd44b5fffff,29
8844dd7055fffff,30
8844dd7019fffff,5
8844dd7003fffff,18
8844dd7039fffff,13
8844dd715bfffff,86
8844dd7021fffff,21
8844dd7111fffff,18
8844dd70a1fffff,1
8844dd71cdfffff,16
8844dd716bfffff,9
8844dd713dfffff,16
8844dd7121fffff,46
8844dd7125fffff,20
8844dd7a31fffff,28
8844dd7adbfffff,45
8844dd71a7fffff,7
8844dd7aadfffff,7
8844c3ac0bfffff,4
8844c384b7fffff,6
8844c3ba57fffff,6
8844c3bb5bfffff,1
8844c3ba13fffff,1
8844c3bb23fffff,1
8844c3b96dfffff,6
8844c3b8cbfffff,9
8844c3b811fffff,5
8844c3a141fffff,72
8844c3b8bbfffff,11
8844c3aa09fffff,33
8844c3b9cbfffff,7
8844c3b9e9fffff,1
8844c3b9c3fffff,5
8844c3b93dfffff,8
8844c316cdfffff,1
8844c3ab5bfffff,30
8844c3b9a5fffff,4
8844c316b9fffff,12
8844c3ab05fffff,3
8844c3ab61fffff,7
8844c38d9bfffff,3
8844c38db1fffff,1
8844c31761fffff,1
8844c3173dfffff,4
8844c316e1fffff,1
8844c31635fffff,2
8844c316a1fffff,23
8844c314c1fffff,1
8844c31489fffff,1
8844c31487fffff,1
8844c314e9fffff,4
8844c315d9fffff,1
8844c314abfffff,1
8844c31543fffff,1
8844c31427fffff,1
8844c31565fffff,1
8844c30219fffff,1
8844c315e7fffff,2
8844c30287fffff,1
8844c3a101fffff,53
8844c3a1edfffff,49
8844c3aa31fffff,2
8844c3a8c9fffff,3
8844c3ab17fffff,17
8844c3a949fffff,5
8844c3a813fffff,21
8844c3a8edfffff,2
8844c3a9e5fffff,5
8844c3af07fffff,21
8844c3af35fffff,10
8844c3af23fffff,1
8844c3a8d5fffff,19
8844c3a8b1fffff,10
8844c3ad5bfffff,1
8844c3ad03fffff,6
8844c3a99bfffff,17
8844c3a9d7fffff,2
8844c3a9a9fffff,2
8844c3a995fffff,2
8844c3a9b7fffff,1
8844c3325dfffff,6
8844c33243fffff,12
8844c3320bfffff,9
8844c33225fffff,2
8844c3a96bfffff,2
8844c3159bfffff,5
8844c30749fffff,3
8844c3074bfffff,2
8844c30741fffff,2
8844c3070bfffff,1
8844c30687fffff,3
8844c306b5fffff,2
8844c3048dfffff,1
8844c30497fffff,3
8844c33169fffff,5
8844c30415fffff,1
8844c305d5fffff,2
8844c3053bfffff,1
8844c30595fffff,5
8844c33b43fffff,1
8844ce5305fffff,2
8844c3ad3bfffff,1
8844c3ad97fffff,24
8844c3374dfffff,19
8844c33755fffff,4
8844c33041fffff,2
8844c33019fffff,1
8844c33031fffff,3
8844c330ddfffff,5
8844c330cdfffff,7
8844c330dbfffff,6
8844c33719fffff,7
8844c33739fffff,11
8844c33733fffff,7
8844c3355dfffff,2
8844c33453fffff,2
8844c3341bfffff,6
8844c33419fffff,2
8844c33515fffff,4
8844c335e9fffff,1
8844c33097fffff,12
8844c33541fffff,3
8844c32251fffff,1
8844c33507fffff,1
8844c3353dfffff,4
8844c33159fffff,3
8844c33021fffff,1
8844c33a51fffff,4
8844c33127fffff,4
8844c33189fffff,1
8844c33185fffff,4
8844c331a1fffff,1
8844c33aadfffff,3
8844c33809fffff,1
8844c33197fffff,2
8844c32267fffff,1
8844c3230dfffff,6
8844c3232bfffff,4
8844c3206dfffff,2
8844c33899fffff,11
8844c338b5fffff,1
8844c3216bfffff,1
8844c3212dfffff,6
8844c32a23fffff,6
8844c32649fffff,2
8844c3359dfffff,1
8844c32617fffff,1
8844c32667fffff,9
8844c32291fffff,3
8844c3254bfffff,1
8844c32545fffff,1
8844c326adfffff,4
8844c3240bfffff,1
8844c326bbfffff,10
8844ce5367fffff,3
8844ce532dfffff,2
8844c324e1fffff,4
8844c32481fffff,1
8844c325d3fffff,6
8844c32553fffff,1
8844c3251dfffff,3
8844c32517fffff,8
8844c32567fffff,1
8844c32003fffff,84
8844c3203dfffff,89
8844c32031fffff,14
8844c321d3fffff,6
8844c3211bfffff,3
8844c32117fffff,22
8844c32115fffff,2
8844c3213bfffff,3
8844c320a5fffff,2
8844c320b1fffff,2
8844c32e49fffff,2
8844c32e6dfffff,1
8844c32ad9fffff,4
8844c32ae9fffff,11
8844c32e35fffff,3
8844c32c49fffff,2
8844c32e85fffff,1
8844dab941fffff,19
8844da8c95fffff,6
8844da1081fffff,24
8844da1547fffff,12
8844da11bbfffff,1
8844da11b1fffff,9
8844da0251fffff,2
8844da0247fffff,8
8844da022dfffff,8
8844da0357fffff,5
8844c38499fffff,2
8844c3b107fffff,4
8844c3b1e7fffff,4
8844c3ba99fffff,11
8844c3ba8bfffff,9
8844c3a363fffff,22
8844c3a315fffff,116
8844c3a18dfffff,85
8844c3af53fffff,4
8844c3ac17fffff,6
8844c3365dfffff,18
8844c33641fffff,4
8844c33615fffff,3
8844c336b5fffff,18
8844cec947fffff,9
8844cec901fffff,2
8844c326d3fffff,2
8844d84d47fffff,930
8844d84d69fffff,1057
8844d84d67fffff,689
8844dab209fffff,119
8844dab2c9fffff,348
8844dab2d5fffff,252
8844dab303fffff,55
8844dab2e7fffff,153
8844dab025fffff,60
8844dab027fffff,173
8844dab325fffff,39
8844dab101fffff,42
8844dab12bfffff,32
8844daba59fffff,33
8844da84a7fffff,19
8844daba51fffff,32
8844dab123fffff,48
8844dabb11fffff,26
8844dab84dfffff,117
8844dab80dfffff,18
8844dccce9fffff,15
8844dccc8dfffff,1
8844dccc83fffff,1
8844dc5665fffff,7
8844dc528dfffff,13
8844dc5287fffff,19
8844dc50d7fffff,9
8844dc5087fffff,13
8844dc5095fffff,4
8844dc56e7fffff,4
8844dc5449fffff,4
8844dc5713fffff,4
8844dc5419fffff,5
8844dc56a1fffff,1
8844dc5489fffff,9
8844dc5485fffff,8
8844dc555dfffff,13
8844dc55c9fffff,2
8844dc55cbfffff,4
8844dc558dfffff,27
8844dc502dfffff,25
8844dc5157fffff,5
8844dc5109fffff,17
8844dc5111fffff,2
8844dc51ebfffff,25
8844d12721fffff,4
8844d12091fffff,27
8844d120a3fffff,14
8844d12555fffff,29
8844d12519fffff,59
8844d12517fffff,20
8844d12ecdfffff,24
8844d12e13fffff,11
8844d121d1fffff,10
8844d12199fffff,4
8844d1219dfffff,16
8844d12183fffff,4
8844d121a1fffff,15
8844d12abbfffff,10
8844d12f45fffff,2
8844d12f67fffff,3
8844d12e6bfffff,10
8844d12f3dfffff,17
8844d12f31fffff,9
8844d125a1fffff,11
8844d12ec7fffff,1
8844d12ee5fffff,12
8844d12e81fffff,2
8844d12ea3fffff,22
8844dc5b51fffff,77
8844dc5b0bfffff,31
8844d12cc1fffff,12
8844d12813fffff,21
8844d128d1fffff,3
8844d1283dfffff,14
8844d12d6dfffff,5
8844d128b3fffff,2
8844d12999fffff,22
8844d1299bfffff,2
8844de9269fffff,5
8844d129b7fffff,2
8844de9351fffff,1
8844de9365fffff,3
8844d12d31fffff,30
8844d12d23fffff,10
8844de9237fffff,2
8844d1649bfffff,3
8844de9153fffff,11
8844de9155fffff,2
8844de913bfffff,18
8844de91c1fffff,1
8844dc5b17fffff,26
8844dc5b3bfffff,21
8844dc580dfffff,66
8844de8609fffff,2
8844de9743fffff,2
8844de971dfffff,2
8844de9081fffff,40
8844dc4645fffff,1
8844dc4643fffff,1
8844dc0935fffff,2
8844dc4653fffff,3
8844dc4603fffff,5
8844dc4631fffff,1
8844dc4293fffff,25
8844dc4727fffff,13
8844dc4733fffff,1
8844dc09a5fffff,61
8844dc46a5fffff,10
8844dc7359fffff,1
8844dc4489fffff,2
8844dc4457fffff,6
8844dc4431fffff,10
8844dc4425fffff,25
8844dc45a9fffff,2
8844dc45b9fffff,23
8844dc7a6bfffff,2
8844dc45b7fffff,2
8844dc40d9fffff,14
8844dc4013fffff,43
8844dc4089fffff,89
8844dc4033fffff,37
8844dc4535fffff,3
8844dc4e17fffff,6
8844dc4eedfffff,16
8844dc7b6bfffff,7
8844dc4c1bfffff,2
8844dc4c05fffff,1
8844dc4d0dfffff,11
8844dc4dadfffff,15
8844dc7337fffff,1
8844dc7025fffff,2
8844dc7147fffff,7
8844dc7123fffff,1
8844dc71cdfffff,6
8844dc71c7fffff,7
8844dc7137fffff,4
8844dc7125fffff,2
8844dc7a87fffff,2
8844dc7aa7fffff,2
8844dc786bfffff,1
8844dc7807fffff,4
8844dc6345fffff,2
8844dc6203fffff,5
8844dc6313fffff,1
8844dc6119fffff,5
8844dc7813fffff,1
8844dc78adfffff,5
8844dc6161fffff,2
8844dc6a03fffff,1
8844dc4c99fffff,1
8844dc7945fffff,5
8844dc7861fffff,2
8844dc7863fffff,4
8844dc7823fffff,1
8844dc7909fffff,1
8844deb75bfffff,2
8844deb625fffff,4
8844dc684dfffff,1
8844dc6b09fffff,1
8844deb6bdfffff,10
8844deb403fffff,1
8844deb5d9fffff,1
8844deb481fffff,1
8844deb4b7fffff,1
8844dc4809fffff,5
8844dc48c5fffff,16
8844dc4815fffff,52
8844dc483bfffff,31
8844dc48c3fffff,77
8844dc4929fffff,18
8844dc4921fffff,7
8844de86e1fffff,5
8844dc49a9fffff,7
8844dc49a7fffff,9
8844de8695fffff,1
8844de86b1fffff,1
8844de86b7fffff,18
8844de84c3fffff,9
8844dc4d63fffff,3
8844deb201fffff,1
8844deb239fffff,2
8844deb233fffff,4
8844de8499fffff,18
8844deb02dfffff,3
8844deb151fffff,9
8844deb1cdfffff,10
8844deb129fffff,1
8844de863dfffff,29
8844de840dfffff,36
8844de8735fffff,69
8844debb47fffff,10
8844de8c1bfffff,16
8844de8cc1fffff,30
8844de8cdbfffff,47
8844de8c91fffff,37
8844de8c93fffff,16
8844de8cb9fffff,1
8844deb969fffff,3
8844deb705fffff,7
8844deb0c9fffff,5
8844deb2a7fffff,3
8844deb0c3fffff,2
8844deb0abfffff,3
8844deb555fffff,1
8844deba9dfffff,4
8844dea225fffff,23
8844dea21bfffff,1
8844dea28bfffff,4
8844dea75dfffff,1
8844dea2b5fffff,6
8844dea0ddfffff,6
8844dea00dfffff,6
8844dea063fffff,2
8844dea153fffff,4
8844dea1ddfffff,1
8844debac7fffff,17
8844debae5fffff,5
8844deb803fffff,1
8844deb813fffff,11
8844dea361fffff,3
8844debab7fffff,1
8844deaa49fffff,2
8844deb9cbfffff,1
8844deb901fffff,4
8844deb905fffff,6
8844deb993fffff,1
8844deab6dfffff,15
8844deb893fffff,1
8844deaa57fffff,3
8844deaa31fffff,3
8844dea853fffff,4
8844d166edfffff,5
8844d16633fffff,7
8844d1642dfffff,1
8844d164a1fffff,2
8844d165b9fffff,13
8844d16555fffff,1
8844d16e55fffff,8
8844d16eb5fffff,3
8844de9a29fffff,13
8844de9ac3fffff,5
8844de9b2dfffff,6
8844d16c8bfffff,8
8844de9867fffff,1
8844de9903fffff,17
8844d16f23fffff,1
8844d16c0dfffff,1
8844d16ce9fffff,3
8844d16c63fffff,3
8844d16c23fffff,13
8844ded245fffff,1
8844d16d09fffff,2
8844ded21bfffff,14
8844ded213fffff,8
8844de9965fffff,4
8844d16cb7fffff,1
8844ded283fffff,1
8844ded0ebfffff,2
8844ded723fffff,2
8844de9abbfffff,4
8844de8307fffff,10
8844de8327fffff,8
8844de8147fffff,4
8844de9891fffff,8
8844de8161fffff,4
8844de9931fffff,5
8844de99e3fffff,4
8844de99e7fffff,8
8844de98a7fffff,21
8844de9993fffff,7
8844de9997fffff,3
8844de8a6dfffff,5
8844de8b05fffff,4
8844de8155fffff,1
8844de810dfffff,2
8844de81c9fffff,3
8844de8129fffff,1
8844de8137fffff,5
8844de8127fffff,1
8844de8ac5fffff,1
8844de81e3fffff,1
8844de81a7fffff,2
8844de8ad9fffff,10
8844de8a01fffff,1
8844de8855fffff,5
8844de8865fffff,2
8844de88c5fffff,3
8844de89d5fffff,3
8844dec74dfffff,3
8844de8941fffff,1
8844de895dfffff,1
8844dec6e7fffff,2
8844dec457fffff,2
8844dec73bfffff,1
8844d3a6b7fffff,2
8844d3a4dbfffff,4
8844ded223fffff,6
8844ded04bfffff,1
8844ded00bfffff,10
8844ded105fffff,1
8844d3a591fffff,11
8844d3a59bfffff,1
8844d3a593fffff,27
8844deda69fffff,17
8844dedad9fffff,9
8844ded0a9fffff,8
8844ded0b5fffff,1
8844dec34bfffff,5
8844ded13dfffff,9
8844ded843fffff,9
8844d3ae85fffff,2
8844d3acddfffff,2
8844d3acc3fffff,2
8844dedb2dfffff,4
8844d3ace9fffff,1
8844d3ac2bfffff,4
8844d3ad1dfffff,1
8844d3add7fffff,4
8844ded847fffff,1
8844ded865fffff,17
8844ded951fffff,10
8844ded801fffff,12
8844ded839fffff,5
8844ded941fffff,1
8844ded909fffff,3
8844ded905fffff,2
8844ded907fffff,3
8844ded923fffff,7
8844ded9d9fffff,26
8844ded999fffff,6
8844ded9a9fffff,6
8844ded9bdfffff,19
8844ded967fffff,1
8844ded92dfffff,9
8844d3360bfffff,2
8844d336cdfffff,5
8844d3344dfffff,1
8844d33681fffff,4
8844d336e5fffff,3
8844d33453fffff,1
8844dec20bfffff,11
8844dec201fffff,18
8844dec205fffff,8
8844dec21bfffff,11
8844dec2e9fffff,47
8844dec22dfffff,19
8844dec31bfffff,5
8844dec303fffff,56
8844dec04bfffff,35
8844dec043fffff,60
8844dec06bfffff,27
8844dec129fffff,20
8844deca53fffff,31
8844deca85fffff,2
8844dec0ddfffff,8
8844dec0a7fffff,13
8844dec56dfffff,2
8844dece55fffff,5
8844dece6bfffff,4
8844dec185fffff,9
8844dec1bbfffff,6
8844decf57fffff,4
8844decf1dfffff,10
8844dece23fffff,1
8844decf1bfffff,13
8844decf15fffff,2
8844decf17fffff,2
8844decf47fffff,1
8844decf07fffff,7
8844ded993fffff,2
8844deca29fffff,3
8844decb4bfffff,3
8844decb0dfffff,6
8844deca35fffff,1
8844dec85dfffff,2
8844dec851fffff,1
8844dec963fffff,23
8844d32641fffff,1
8844dec825fffff,1
8844decd61fffff,1
8844dec993fffff,1
8844dec917fffff,3
8844d326d7fffff,2
8844d326abfffff,7
8844d326a7fffff,1
8844de8c01fffff,14
8844de8d0dfffff,14
8844de1249fffff,1
8844de899dfffff,8
8844de8d81fffff,1
8844de160bfffff,1
8844de175dfffff,2
8844de12d7fffff,11
8844de1283fffff,17
8844de1057fffff,9
8844de176dfffff,14
8844de172bfffff,7
8844de10d3fffff,13
8844de10c1fffff,5
8844de1085fffff,25
8844dec4ddfffff,2
8844dec4edfffff,4
8844dec4e1fffff,4
8844dec4e5fffff,4
8844dec5ddfffff,4
8844dec5d7fffff,1
8844dec585fffff,10
8844dec4abfffff,9
8844dec4a5fffff,1
8844dec597fffff,5
8844de1a63fffff,15
8844de1135fffff,37
8844de11c3fffff,19
8844de1a35fffff,1
8844de1841fffff,6
8844de1ab9fffff,28
8844de1aa5fffff,5
8844de1857fffff,7
8844de1807fffff,11
8844de161dfffff,1
8844de16c5fffff,2
8844de16ebfffff,1
8844de1455fffff,2
8844de16b5fffff,4
8844de16a7fffff,2
8844de141dfffff,2
8844de1413fffff,1
8844de1735fffff,1
8844de1567fffff,3
8844de021dfffff,2
8844de02d9fffff,2
8844de0283fffff,6
8844dea96dfffff,3
8844de14abfffff,3
8844de14bdfffff,4
8844de14a5fffff,2
8844de0645fffff,4
8844dea92dfffff,2
8844dea929fffff,1
8844de060bfffff,1
8844de0607fffff,7
8844de063dfffff,6
8844de15a7fffff,10
8844de15b5fffff,5
8844de066dfffff,1
8844de0293fffff,3
8844de0295fffff,4
8844de02b3fffff,2
8844de0207fffff,1
8844de0301fffff,8
8844de023bfffff,1
8844de011bfffff,13
8844de0363fffff,5
8844de010bfffff,4
8844de0113fffff,2
8844de008bfffff,1
8844de0031fffff,6
8844de0ae1fffff,2
8844de01b7fffff,2
8844dec537fffff,7
8844dec5a1fffff,13
8844deced3fffff,1
8844dece99fffff,3
8844deceadfffff,1
8844decea5fffff,2
8844de1b49fffff,8
8844de1b43fffff,1
8844dece93fffff,6
8844de1b21fffff,5
8844decc39fffff,1
8844decce1fffff,7
8844decdd1fffff,1
8844decd83fffff,1
8844decdabfffff,1
8844de1965fffff,4
8844de1929fffff,4
8844de1919fffff,1
8844de1915fffff,4
8844de1837fffff,2
8844de19d5fffff,4
8844de193bfffff,2
8844de1923fffff,3
8844decd93fffff,11
8844de5669fffff,2
8844de5601fffff,5
8844de5623fffff,3
8844de571dfffff,2
8844de5617fffff,3
8844de545bfffff,1
8844de5457fffff,1
8844de52c9fffff,1
8844de52bdfffff,3
8844de5019fffff,2
8844de52a7fffff,2
8844de50cdfffff,7
8844de50cbfffff,17
8844de5011fffff,2
8844de5331fffff,2
8844de506bfffff,4
8844de5067fffff,1
8844de5155fffff,1
8844de572bfffff,3
8844de5561fffff,2
8844de50a7fffff,29
8844de4241fffff,18
8844de5ad3fffff,13
8844de5a9bfffff,3
8844de51b5fffff,3
8844de421dfffff,1
8844de19b5fffff,1
8844de0b6bfffff,1
8844de0847fffff,11
8844de0b05fffff,1
8844de0b21fffff,3
8844de54d1fffff,3
8844de55cbfffff,8
8844de5437fffff,5
8844de54a3fffff,1
8844de0829fffff,2
8844de09c5fffff,1
8844de0985fffff,2
8844de46c1fffff,1
8844de4459fffff,5
8844de469dfffff,3
8844de7349fffff,1
8844de7347fffff,1
8844de46abfffff,7
8844de46bbfffff,1
8844de5531fffff,1
8844de428dfffff,1
8844de4281fffff,5
8844de4765fffff,1
8844de40c3fffff,5
8844de4089fffff,4
8844de40e9fffff,1
8844de40b1fffff,2
8844de40e5fffff,2
8844de444dfffff,1
8844de4445fffff,2
8844de4413fffff,2
8844de44e5fffff,4
8844de4585fffff,4
8844de4525fffff,7
8844de4ecdfffff,1
8844de4e15fffff,19
8844de4ee5fffff,7
8844de4c5bfffff,1
8844dc60b3fffff,1
8844dc6117fffff,1
8844dc61a5fffff,1
8844dc6c5dfffff,1
8844dc6ea9fffff,2
8844dc6eb5fffff,5
8844dc6cc1fffff,5
8844dc6f0bfffff,1
8844dc6f29fffff,1
8844dc6f31fffff,1
8844dc689bfffff,2
8844dc6d4dfffff,2
8844dc6d69fffff,3
